date,open,high,low,close,adj close,volume,rsv_5,kdjk_5,kdjd_5,Stocastic_kdjd_5,rsv_3,kdjk_3,Stocastic_kdjk_3,close_-1_s,close_-1_d,rs_14,rsi_14,RSI_rsi_14,high_delta,um,low_delta,dm,pdm,pdm_14_ema,pdm_14,tr,atr_14,pdi_14,pdi,mdm,mdm_14_ema,mdm_14,mdi_14,mdi,dx_14,dx,dx_6_ema,adx,adx_6_ema,adxr,adx_15_ema,ADX_adx_15_ema,close_12_ema,close_26_ema,macd,macds,macdh,MACD_macd,MACD_macds,MACD_macdh,close_20_sma,close_20_mstd,boll,boll_ub,boll_lb,BBands_boll,BBands_boll_ub,BBands_boll_lb,atr,ATR_atr
2016-01-01,852.6669919999999,860.6669919999999,848.367004,859.46698,833.621338,1127733,90.24379535980114,63.41459845326704,54.47153281775567,54.47153281775567,90.24379535980114,63.41459845326704,63.41459845326704,,,,,,,,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,,,,,,859.46698,859.46698,0.0,0.0,0.0,0.0,0.0,0.0,859.46698,,859.46698,,,859.46698,,,,
2016-01-04,857.3330080000001,859.96698,835.53302,837.299988,812.1209719999999,2767263,7.030198012474996,44.61979830633636,51.18762131394923,51.18762131394923,7.030198012474996,44.61979830633636,44.61979830633636,859.46698,-22.16699200000005,0.0,0.0,0.0,-0.7000119999999015,0.0,-12.833983999999987,12.833983999999987,0.0,0.0,0.0,24.43396000000007,24.43396000000007,0.0,0.0,12.833983999999987,6.875348571428564,6.875348571428564,28.13849483026306,28.13849483026306,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,847.4598593333333,847.9571956923077,-0.497336358974394,-0.27629797720799665,-0.4420767635327947,-0.497336358974394,-0.27629797720799665,-0.4420767635327947,848.383484,15.674430361707945,848.383484,879.7323447234158,817.034623276584,848.383484,879.7323447234158,817.034623276584,24.43396000000007,24.43396000000007
2016-01-05,841.867004,846.0,835.0,837.932983,812.734924,2470134,11.42706165179014,33.55555275482095,45.31026512757313,45.31026512757313,11.42706165179014,33.55555275482095,33.55555275482095,837.299988,0.6329950000000508,0.030752342179623478,2.9834850643748894,2.9834850643748894,-13.966980000000035,0.0,-0.533019999999965,0.533019999999965,0.0,0.0,0.0,11.0,17.468202962962998,0.0,0.0,0.533019999999965,4.452557521222393,4.452557521222393,25.489499581971536,25.489499581971536,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,843.7415173002308,844.3555933992113,-0.6140760989804903,-0.41473163367213334,-0.39868893061671395,-0.6140760989804903,-0.41473163367213334,-0.39868893061671395,844.8999836666667,12.619358434524944,844.8999836666667,870.1387005357166,819.6612667976168,844.8999836666667,870.1387005357166,819.6612667976168,17.468202962962998,17.468202962962998
2016-01-06,839.3330080000001,839.867004,823.3330080000001,824.567017,799.770874,2728635,3.3053236429305404,23.472143050857483,38.03089110200125,38.03089110200125,3.3684826750424492,23.49319606156145,23.49319606156145,837.932983,-13.365966000000071,0.01809707462240316,1.7775392026457837,1.7775392026457837,-6.132996000000048,0.0,-11.666991999999937,11.666991999999937,0.0,0.0,0.0,16.53399599999989,17.133459700182797,0.0,0.0,11.666991999999937,6.65965653915878,6.65965653915878,38.86930401504215,38.86930401504215,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,837.6888769037356,838.8235721904613,-1.1346952867256732,-0.6586217600452836,-0.9521470533607792,-1.1346952867256732,-0.6586217600452836,-0.9521470533607792,839.816742,14.474904314005743,839.816742,868.7665506280115,810.8669333719885,839.816742,868.7665506280115,810.8669333719885,17.133459700182797,17.133459700182797
2016-01-07,818.767029,818.900024,800.0,804.267029,780.0812990000001,4689760,7.033526567461898,17.992604223058954,31.351462142353817,31.351462142353817,9.276149999999955,18.75418070770762,18.75418070770762,824.567017,-20.299987999999985,0.010816556685657416,1.0700810759494885,1.0700810759494885,-20.96697999999992,0.0,-23.333008000000063,23.333008000000063,0.0,0.0,0.0,24.567016999999964,19.203239632267863,0.0,0.0,23.333008000000063,11.009708423580578,11.009708423580578,57.33255760179438,57.33255760179438,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,828.6082802771948,830.8097672927126,-2.2014870155178414,-1.1175892920159398,-2.167795447003803,-2.2014870155178414,-1.1175892920159398,-2.167795447003803,832.7067993999999,20.2459516953684,832.7067993999999,873.1987027907367,792.2148960092632,832.7067993999999,873.1987027907367,792.2148960092632,19.203239632267863,19.203239632267863
2016-01-08,810.067017,811.267029,783.3330080000001,786.067017,762.428589,5356012,3.567620115005786,13.184276187041231,25.295733490582954,25.295733490582954,4.836044138822075,14.114801851412437,14.114801851412437,804.267029,-18.200012000000015,0.007790486208266759,0.7730263695560211,0.7730263695560211,-7.632995000000051,0.0,-16.666991999999937,16.666991999999937,0.0,0.0,0.0,27.934020999999916,21.217289250794114,0.0,0.0,16.666991999999937,12.318702982795354,12.318702982795354,58.05974004117559,58.05974004117559,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,818.2685152132918,821.8481512644569,-3.579636051165039,-1.7849408508971032,-3.589390400535872,-3.579636051165039,-1.7849408508971032,-3.589390400535872,824.9335023333333,26.276676573738253,824.9335023333333,877.4868554808098,772.3801491858568,824.9335023333333,877.4868554808098,772.3801491858568,21.217289250794114,21.217289250794114
2016-01-11,774.6669919999999,789.932983,763.367004,782.232971,758.7099,4304283,22.831033501435744,16.399861958506065,22.330442979890655,22.330442979890655,33.972521213505125,20.734041638776667,20.734041638776667,786.067017,-3.834045999999944,0.0073255427483202495,0.7272269427750047,0.7272269427750047,-21.334045999999944,0.0,-19.96600400000011,19.96600400000011,0.0,0.0,0.0,26.565979000000084,22.281641557067353,0.0,0.0,19.96600400000011,13.930151448944756,13.930151448944756,62.518515133937036,62.518515133937036,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,810.2273096008444,814.802796814074,-4.575487213229621,-2.491153690200736,-4.168667046057771,-4.575487213229621,-2.491153690200736,-4.168667046057771,818.8334264285714,28.91129408105134,818.8334264285714,876.6560145906741,761.0108382664688,818.8334264285714,876.6560145906741,761.0108382664688,22.281641557067353,22.281641557067353
2016-01-12,790.900024,800.0,782.1669919999999,786.099976,762.460571,4095195,29.71630326797388,20.838675728328667,21.83318722936999,21.83318722936999,47.45920696283562,29.64243008012965,29.64243008012965,782.232971,3.867004999999949,0.07214981918967409,6.729453094923301,6.729453094923301,10.067016999999964,10.067016999999964,18.799987999999985,0.0,10.067016999999964,1.9689602866874956,1.9689602866874956,17.833008000000063,21.49654471597969,9.159426841393014,9.159426841393014,0.0,11.205618949345858,11.205618949345858,52.12753536625837,52.12753536625837,70.10970519191599,70.10970519191599,90.56485543983032,90.56485543983032,97.02171044337702,97.02171044337702,98.05798597875713,98.05798597875713,805.1923069555017,810.1780611730824,-4.98575421758062,-3.0906531079034374,-3.7902022193543656,-4.98575421758062,-3.0906531079034374,-3.7902022193543656,814.7417451250001,29.16142628906006,814.7417451250001,873.0645977031202,756.41889254688,814.7417451250001,873.0645977031202,756.41889254688,21.49654471597969,21.49654471597969
2016-01-13,796.0,796.0,752.067017,771.1669919999999,747.976685,5619939,28.578655753137,23.418669069931443,22.361681176223808,22.361681176223808,39.847248814036796,33.044036324765365,33.044036324765365,786.099976,-14.932984000000033,0.056829493085647685,5.377356844926936,5.377356844926936,-4.0,0.0,-30.099974999999972,30.099974999999972,0.0,1.606428928766506,1.606428928766506,43.932983000000036,25.079718280174333,6.405290963879756,6.405290963879756,30.099974999999972,14.684509103910704,14.684509103910704,58.55133195622415,58.55133195622415,80.2782513131626,80.2782513131626,87.41220066176265,87.41220066176265,94.07657261607847,94.07657261607847,96.0306531939769,96.0306531939769,798.4608885951496,804.3957643140864,-5.934875718936723,-3.7476826413132613,-4.374386155246924,-5.934875718936723,-3.7476826413132613,-4.374386155246924,809.900105888889,30.904100371060853,809.900105888889,871.7083066310107,748.0919051467673,809.900105888889,871.7083066310107,748.0919051467673,25.079718280174333,25.079718280174333
2016-01-14,756.267029,770.0,740.067017,756.432983,733.68573,5099718,22.985903429342216,23.2744138564017,22.66592540294977,22.66592540294977,27.30711067727108,31.131727775600602,31.131727775600602,771.1669919999999,-14.7340089999999,0.046367676323339393,4.4312986125740395,4.4312986125740395,-26.0,0.0,-12.0,12.0,0.0,1.3249445860006732,1.3249445860006732,31.099974999999972,25.963185400481546,5.103166524305215,5.103166524305215,12.0,14.214119616251626,14.214119616251626,54.74720993206016,54.74720993206016,82.94691921269455,82.94691921269455,86.07151650249251,86.07151650249251,91.6730842698303,91.6730842698303,94.25056314821215,94.25056314821215,790.496616818779,797.7773672995233,-7.280750480744359,-4.539294931652442,-5.482911098183834,-7.280750480744359,-4.539294931652442,-5.482911098183834,804.5533936,33.68706851295847,804.5533936,871.927530625917,737.1792565740831,804.5533936,871.927530625917,737.1792565740831,25.963185400481546,25.963185400481546
2016-01-15,759.932983,761.0,733.3330080000001,738.599976,716.389038,3987867,7.900413445982251,18.14974705292855,21.160532619609363,21.160532619609363,8.404692537340729,23.55604936284731,23.55604936284731,756.432983,-17.833007000000066,0.0373947801276524,3.604681731968128,3.604681731968128,-9.0,0.0,-6.734008999999901,6.734008999999901,0.0,1.1021172649854318,1.1021172649854318,27.666991999999937,26.19570402669011,4.2072443018233585,4.2072443018233585,6.734008999999901,12.95612511057334,12.95612511057334,49.45896891098131,49.45896891098131,84.32069620735038,84.32069620735038,85.55336893526335,85.55336893526335,89.8619814276146,89.8619814276146,92.77531108510468,92.77531108510468,781.0007828653349,790.1020409005507,-9.101258035215778,-5.537426391946548,-7.127663286538461,-9.101258035215778,-5.537426391946548,-7.127663286538461,798.5576283636365,37.640110719318244,798.5576283636365,873.837849802273,723.2774069249999,798.5576283636365,873.837849802273,723.2774069249999,26.19570402669011,26.19570402669011
2016-01-18,737.3330080000001,740.0,716.0,722.367004,700.644165,4166632,7.579766666666609,14.626420257507903,18.982495165575543,18.982495165575543,11.790748148148058,19.634282291280893,19.634282291280893,738.599976,-16.232972000000018,0.031432015294618955,3.0474151304718617,3.0474151304718617,-21.0,0.0,-17.333008000000063,17.333008000000063,0.0,0.9230059123305394,0.9230059123305394,24.0,25.914355454415002,3.561755236220964,3.561755236220964,17.333008000000063,13.667437272757494,13.667437272757494,52.740795721504185,52.740795721504185,87.34780156268475,87.34780156268475,86.07904502184543,86.07904502184543,88.75377643000976,88.75377643000976,91.68798501028827,91.68798501028827,770.5758894695406,781.7797243562005,-11.203834886659934,-6.754333296614426,-8.899003180091015,-11.203834886659934,-6.754333296614426,-8.899003180091015,792.2084096666667,42.091933640763386,792.2084096666667,876.3922769481935,708.02454238514,792.2084096666667,876.3922769481935,708.02454238514,25.914355454415002,25.914355454415002
