date,open,high,low,close,adj close,volume,rsv_5,kdjk_5,kdjd_5,Stocastic_kdjd_5,rsv_3,kdjk_3,Stocastic_kdjk_3,close_-1_s,close_-1_d,rs_14,rsi_14,RSI_rsi_14,high_delta,um,low_delta,dm,pdm,pdm_14_ema,pdm_14,tr,atr_14,pdi_14,pdi,mdm,mdm_14_ema,mdm_14,mdi_14,mdi,dx_14,dx,dx_6_ema,adx,adx_6_ema,adxr,adx_15_ema,ADX_adx_15_ema,close_12_ema,close_26_ema,macd,macds,macdh,MACD_macd,MACD_macds,MACD_macdh,close_20_sma,close_20_mstd,boll,boll_ub,boll_lb,BBands_boll,BBands_boll_ub,BBands_boll_lb,atr,ATR_atr
2016-01-19,722.867004,755.0,712.732971,748.632996,726.1203,4372536,43.114334006080654,24.12239150703215,20.695793946061077,20.695793946061077,74.37794648599574,37.88217035618584,37.88217035618584,722.367004,26.265992000000097,0.30928633237252556,23.62251287020429,23.62251287020429,15.0,15.0,-3.2670289999999795,3.2670289999999795,15.0,3.1458699605698808,3.1458699605698808,42.26702899999998,27.897274359815224,11.276621221108847,11.276621221108847,0.0,11.509245349398611,11.509245349398611,41.255805857425145,41.255805857425145,57.06796031239628,57.06796031239628,77.64133445973606,77.64133445973606,85.52178528171373,85.52178528171373,89.48930078822642,89.48930078822642,766.7657695640494,777.8965911080651,-11.130821544015703,-7.680550262273987,-6.900542563483432,-11.130821544015703,-7.680550262273987,-6.900542563483432,788.8564547692308,42.07314415472975,788.8564547692308,873.0027430786903,704.7101664597714,788.8564547692308,873.0027430786903,704.7101664597714,27.897274359815224,27.897274359815224
2016-01-20,733.96698,748.3330080000001,718.232971,744.067017,721.69165,5856754,54.71568291066742,34.320155308243905,25.23724773345535,25.23724773345535,74.13354271955089,49.965961143974184,49.965961143974184,748.632996,-4.565979000000084,0.2939937766519682,22.71987562510826,22.71987562510826,-6.6669919999999365,0.0,5.5,0.0,0.0,2.6610278810818153,2.6610278810818153,30.400025000000028,28.18635190413194,9.440838211814583,9.440838211814583,0.0,9.73543825677171,9.73543825677171,34.53954697608298,34.53954697608298,57.06796031239628,57.06796031239628,71.6882244203252,71.6882244203252,81.51890712206185,81.51890712206185,86.78810775765564,86.78810775765564,762.900896732887,774.0971273378665,-11.196230604979519,-8.416033213072451,-5.560394783814136,-11.196230604979519,-8.416033213072451,-5.560394783814136,785.6572092142858,42.15775759870768,785.6572092142858,869.9727244117012,701.3416940168704,785.6572092142858,869.9727244117012,701.3416940168704,28.18635190413194,28.18635190413194
2016-01-21,753.3330080000001,758.400024,727.400024,735.132996,713.026306,3802062,46.408543190010796,38.34961793549953,29.60803780080341,29.60803780080341,49.0507346729819,49.66088565364342,49.66088565364342,744.067017,-8.934020999999916,0.26625340610741605,21.02686593561903,21.02686593561903,10.067015999999967,10.067015999999967,9.16705300000001,0.0,10.067015999999967,3.779196963555922,3.779196963555922,31.0,28.497620070366974,13.261447637466716,13.261447637466716,0.0,8.265564704686142,8.265564704686142,29.004403470453394,29.004403470453394,37.24745964014584,37.24745964014584,61.7586469177925,61.7586469177925,75.82184910314629,75.82184910314629,83.08898282777677,83.08898282777677,758.2492979902572,769.8821627702458,-11.632864779988608,-9.082861459600881,-5.1000066407754545,-11.632864779988608,-9.082861459600881,-5.1000066407754545,782.2889283333334,42.667410794167935,782.2889283333334,867.6237499216693,696.9541067449975,782.2889283333334,867.6237499216693,696.9541067449975,28.497620070366974,28.497620070366974
2016-01-22,743.932983,763.3330080000001,740.200012,761.46698,738.568359,3694869,96.31220032507085,57.6704787320233,38.9621847778767,38.9621847778767,95.86246902635573,65.06141344454753,65.06141344454753,735.132996,26.333983999999987,0.5657751822683069,36.13387085677778,36.13387085677778,4.932984000000033,4.932984000000033,12.799987999999985,0.0,4.932984000000033,3.95037670283187,3.95037670283187,28.200012000000015,28.465938204793453,13.877556658809354,13.877556658809354,0.0,7.039257625108213,7.039257625108213,24.72870409000907,24.72870409000907,28.1072220430771,28.1072220430771,52.08175049105921,52.08175049105921,68.9950809563326,68.9950809563326,78.60851173360507,78.60851173360507,758.7810453123576,769.0018655234018,-10.220820211044156,-9.317044887377481,-1.8075506473333505,-10.220820211044156,-9.317044887377481,-1.8075506473333505,780.9875565625,41.54801852549019,780.9875565625,864.0835936134804,697.8915195115196,780.9875565625,864.0835936134804,697.8915195115196,28.465938204793453,28.465938204793453
2016-01-25,767.3330080000001,771.900024,739.267029,742.767029,720.430725,2472816,50.76145671815014,55.367471394065575,44.43061364993966,44.43061364993966,34.53259550561786,54.88514079823763,54.88514079823763,761.46698,-18.699951000000056,0.4603340448502107,31.522516815488473,31.522516815488473,8.567015999999967,8.567015999999967,-0.9329830000000356,0.9329830000000356,8.567015999999967,4.625174650614805,4.625174650614805,32.63299500000005,28.89453017049093,16.007094157005362,16.007094157005362,0.0,6.010354067004343,6.010354067004343,20.8010098504475,20.8010098504475,13.024076688306115,13.024076688306115,40.87094106182632,40.87094106182632,60.92254764800815,60.92254764800815,73.25980973535455,73.25980973535455,756.164462590746,766.3388005108812,-10.174337920135258,-9.492453341164602,-1.363769157941313,-10.174337920135258,-9.492453341164602,-1.363769157941313,778.7392902352941,41.28290085869857,778.7392902352941,861.3050919526912,696.173488517897,778.7392902352941,861.3050919526912,696.173488517897,28.89453017049093,28.89453017049093
2016-01-27,742.767029,748.0,731.767029,738.53302,716.3240969999999,2618145,37.82590596133524,49.520282916488796,46.1271700721227,46.1271700721227,16.85892368610909,42.209735094194784,42.209735094194784,742.767029,-4.234009000000015,0.4403245960226985,30.571205771157935,30.571205771157935,-23.90002400000003,0.0,-7.5,7.5,0.0,3.9576949892624493,3.9576949892624493,16.23297100000002,27.63193356702205,14.322902809761562,14.322902809761562,7.5,6.225331540937936,6.225331540937936,22.529482150925904,22.529482150925904,22.268787623701336,22.268787623701336,35.53855187462324,35.53855187462324,53.64611349535824,53.64611349535824,68.00141452330679,68.00141452330679,753.310847116707,763.5916384194174,-10.28079130271044,-9.65301332500739,-1.255555955406102,-10.28079130271044,-9.65301332500739,-1.255555955406102,776.5056085555557,41.15621789199299,776.5056085555557,858.8180443395416,694.1931727715697,776.5056085555557,858.8180443395416,694.1931727715697,27.63193356702205,27.63193356702205
2016-01-28,734.0,735.6669919999999,713.3330080000001,716.3330080000001,694.791687,5794726,5.122337118899829,34.7209676506258,42.3251025982904,42.3251025982904,5.122337118899829,29.8472691024298,29.8472691024298,738.53302,-22.2000119999999,0.3535489752342098,26.120146496585676,26.120146496585676,-12.333008000000063,0.0,-18.434020999999916,18.434020999999916,0.0,3.3927460913228287,3.3927460913228287,25.2000119999999,27.39609694489633,12.384049078768026,12.384049078768026,18.434020999999916,7.968084753072027,7.968084753072027,29.0847443309125,29.0847443309125,40.272923031914985,40.272923031914985,36.89440555061655,36.89440555061655,48.848672812858595,48.848672812858595,63.72661765348036,63.72661765348036,747.3735639505402,759.0352226197157,-11.661658669175495,-10.060616575755196,-3.2020841868405974,-11.661658669175495,-10.060616575755196,-3.2020841868405974,773.3386295789475,42.311910003525284,773.3386295789475,857.962449585998,688.7148095718969,773.3386295789475,857.962449585998,688.7148095718969,27.39609694489633,27.39609694489633
2016-01-29,716.0,739.3330080000001,713.46698,734.432983,712.347351,4848987,36.02706171678609,35.156332339345894,39.93551251197556,39.93551251197556,60.86474130781237,40.18642650422399,40.18642650422399,716.3330080000001,18.099974999999972,0.5265840851386208,34.49427321199963,34.49427321199963,3.666016000000127,3.666016000000127,0.13397199999997156,0.0,3.666016000000127,3.4313907518379283,3.4313907518379283,25.86602800000003,27.25141405438184,12.591606237351138,12.591606237351138,0.0,6.841272321624864,6.841272321624864,25.104283792293096,25.104283792293096,33.19374484884673,33.19374484884673,35.83530174962808,35.83530174962808,45.12433495336519,45.12433495336519,59.94075784152445,59.94075784152445,745.3096454202498,756.7150444278042,-11.405399007554365,-10.33271008671553,-2.1453778416776714,-11.405399007554365,-10.33271008671553,-2.1453778416776714,771.39334725,42.09220828983065,771.39334725,855.5777638296613,687.2089306703388,771.39334725,855.5777638296613,687.2089306703388,27.25141405438184,27.25141405438184
2016-02-01,750.0,772.632996,740.067017,748.03302,725.538391,7053951,58.516052313534885,42.94290566407555,40.93797689600889,40.93797689600889,58.516052313534885,46.29630177399429,46.29630177399429,734.432983,13.60003699999993,0.6666011699815414,39.997642026671826,39.997642026671826,33.299987999999985,33.299987999999985,26.60003699999993,0.0,33.299987999999985,7.621414509700826,7.621414509700826,38.20001300000001,28.26330431783138,26.96575893602242,26.96575893602242,0.0,5.881565599429132,5.881565599429132,20.809900828610616,20.809900828610616,12.88492537358702,12.88492537358702,29.270204776022837,29.270204776022837,40.589163052869836,40.589163052869836,55.821876009183974,55.821876009183974,745.7415632297927,755.9125018018989,-10.170938572106138,-10.30005458999838,0.2582320357844843,-10.170938572106138,-10.30005458999838,0.2582320357844843,765.8216492500002,36.87189038232414,765.8216492500002,839.5654300146484,692.0778684853519,765.8216492500002,839.5654300146484,692.0778684853519,28.26330431783138,28.26330431783138
2016-02-02,749.3330080000001,763.3330080000001,740.6669919999999,747.932983,725.4413450000001,4505643,58.34735582071278,48.077722382954626,43.317892058324134,43.317892058324134,58.253040055967254,50.28188120131861,50.28188120131861,748.03302,-0.10003699999992932,0.6658626352409023,39.971040898255765,39.971040898255765,-9.299987999999985,0.0,0.5999749999999722,0.0,0.0,6.559645731977815,6.559645731977815,22.666016000000127,27.756629120396735,23.63271744391149,23.63271744391149,0.0,5.062181912889726,5.062181912889726,18.23774022029866,18.23774022029866,12.884925373587025,12.884925373587025,24.584696301762172,24.584696301762172,36.012551159563316,36.012551159563316,51.66552993716163,51.66552993716163,746.0874716408206,755.188197419802,-9.100725778981428,-10.058405774251069,1.915359990539283,-9.100725778981428,-10.058405774251069,1.915359990539283,761.3532990000001,32.96147519818207,761.3532990000001,827.2762493963643,695.4303486036359,761.3532990000001,827.2762493963643,695.4303486036359,27.756629120396735,27.756629120396735
2016-02-03,737.867004,746.6669919999999,728.200012,739.200012,716.971008,3731595,43.620588928280995,46.59201123139675,44.40926511601501,44.40926511601501,24.75638368109599,41.77338202791107,41.77338202791107,747.932983,-8.73297100000002,0.6030503657853866,37.618928179460696,37.618928179460696,-16.666016000000127,0.0,-12.466979999999921,12.466979999999921,0.0,5.651228899012294,5.651228899012294,19.73297100000002,27.043922858125686,20.896483578432893,20.896483578432893,12.466979999999921,6.087640222970387,6.087640222970387,22.510196671195132,22.510196671195132,3.7176606998782593,3.7176606998782593,18.619048312874163,18.619048312874163,31.0399466527832,31.0399466527832,47.303589422329026,47.303589422329026,745.004640695583,753.7607756429845,-8.756134947401506,-9.796405029461555,2.080540164120098,-8.756134947401506,-9.796405029461555,2.080540164120098,756.4166504500001,27.892300619202445,756.4166504500001,812.201251688405,700.6320492115952,756.4166504500001,812.201251688405,700.6320492115952,27.043922858125686,27.043922858125686
2016-02-04,746.0,766.567017,745.46698,757.132996,734.364685,5956550,73.80252880302098,55.662183755271485,48.16023799576716,48.16023799576716,75.4111091027305,52.98595771951754,52.98595771951754,739.200012,17.932984000000033,0.8116603384905482,44.8020151043773,44.8020151043773,19.900025000000028,19.900025000000028,17.26696800000002,0.0,19.900025000000028,7.614368030501661,7.614368030501661,27.36700499999995,27.07213010157751,28.126224282802063,28.126224282802063,0.0,5.248910785378577,5.248910785378577,19.388613920234963,19.388613920234963,18.38922469909329,18.38922469909329,18.553355809722085,18.553355809722085,27.470794663472844,27.470794663472844,43.535085569149906,43.535085569149906,746.9050261508313,754.057337324084,-7.152311173252656,-9.26507713317092,4.225531919836527,-7.152311173252656,-9.26507713317092,4.225531919836527,753.0449494000002,22.838450465277226,753.0449494000002,798.7218503305546,707.3680484694457,753.0449494000002,798.7218503305546,707.3680484694457,27.07213010157751,27.07213010157751
2016-02-05,761.200012,768.0,751.03302,759.932983,737.080505,4000880,71.41760049246298,60.91398933433531,52.41148844195654,52.41148844195654,79.73110695410269,61.901007464379255,61.901007464379255,757.132996,2.7999869999999873,0.8467373999417449,45.85044955327461,45.85044955327461,1.4329830000000356,1.4329830000000356,5.56603999999993,0.0,1.4329830000000356,6.7664894912463796,6.7664894912463796,16.966980000000035,26.203672058225692,25.822676593612325,25.822676593612325,0.0,4.5289364127375435,4.5289364127375435,17.283594462158018,17.283594462158018,19.809373258954718,19.809373258954718,18.912329621804442,18.912329621804442,25.024757927710674,25.024757927710674,40.32709647489169,40.32709647489169,748.9405819768197,754.5669885398819,-5.626406563062233,-8.534583291441884,5.816353456759302,-5.626406563062233,-8.534583291441884,5.816353456759302,750.8282471000001,19.514865804564447,750.8282471000001,789.857978709129,711.7985154908712,750.8282471000001,789.857978709129,711.7985154908712,26.203672058225692,26.203672058225692
2016-02-08,760.6669919999999,771.900024,746.932983,753.53302,730.8729860000001,2539246,57.97025410427792,59.93274425764951,54.9185737138542,54.9185737138542,30.51498722583722,51.43900071819857,51.43900071819857,759.932983,-6.399963000000071,0.7794380401679235,43.80248272619646,43.80248272619646,3.9000240000000304,3.9000240000000304,-4.100036999999929,4.100036999999929,0.0,5.841898310523892,5.841898310523892,24.967040999999995,26.09891377552906,22.383683707179376,22.383683707179376,4.100036999999929,4.470330452446426,4.470330452446426,17.128415729845088,17.128415729845088,13.300401781257632,13.300401781257632,17.30856526574611,17.30856526574611,22.81964141385831,22.81964141385831,37.343882570685444,37.343882570685444,749.6564110976395,754.4784242262557,-4.822013128616163,-7.789818344943325,5.9356104326543235,-4.822013128616163,-7.789818344943325,5.9356104326543235,749.2015472500002,17.693875842652247,749.2015472500002,784.5892989353047,713.8137955646957,749.2015472500002,784.5892989353047,713.8137955646957,26.09891377552906,26.09891377552906
2016-02-09,743.3330080000001,751.96698,734.932983,742.799988,720.462708,2523124,33.409546889826856,51.09167846837529,53.64294196536123,53.64294196536123,21.28113256346363,41.38637799995359,41.38637799995359,753.53302,-10.73303199999998,0.6815973066474003,40.532730633727084,40.532730633727084,-19.933043999999995,0.0,-12.0,12.0,0.0,5.046278708003251,5.046278708003251,18.60003699999993,25.471992190340238,19.811087685230035,19.811087685230035,12.0,5.495810933978313,5.495810933978313,21.57589753055316,21.57589753055316,4.264166225497631,4.264166225497631,13.581002418913434,13.581002418913434,20.179611208817903,20.179611208817903,34.27830394147908,34.27830394147908,748.5898516615899,753.4895624118367,-4.899710750246754,-7.21039586841934,4.621370236345172,-4.899710750246754,-7.21039586841934,4.621370236345172,747.2298981000002,15.928373562912258,747.2298981000002,779.0866452258248,715.3731509741757,747.2298981000002,779.0866452258248,715.3731509741757,25.471992190340238,25.471992190340238
2016-02-10,738.46698,753.3330080000001,735.3330080000001,747.067017,724.601379,3203877,32.8239255070481,45.002427481266224,50.76277047066289,50.76277047066289,32.8239255070481,38.53222716898509,38.53222716898509,742.799988,4.2670289999999795,0.7353408078854875,42.37443184324699,42.37443184324699,1.3660280000000284,1.3660280000000284,0.40002500000002783,0.0,1.3660280000000284,4.546486857401347,4.546486857401347,18.0,24.854831217263353,18.29216548549123,18.29216548549123,0.0,4.74945919460415,4.74945919460415,19.108796809311386,19.108796809311386,2.1834500336737053,2.1834500336737053,10.324189617239963,10.324189617239963,17.36345716798126,17.36345716798126,31.200388065345095,31.200388065345095,748.3533696248065,752.9514428688553,-4.5980732440488055,-6.686918791618639,4.177691095139666,-4.5980732440488055,-6.686918791618639,4.177691095139666,745.2782501500003,13.045494448517795,745.2782501500003,771.3692390470359,719.1872612529647,745.2782501500003,771.3692390470359,719.1872612529647,24.854831217263353,24.854831217263353
2016-02-11,745.799988,750.1669919999999,719.3330080000001,728.267029,706.36676,4395021,16.995488197389637,35.66678105330736,45.73077399821105,45.73077399821105,26.27653235294093,34.44699556363703,34.44699556363703,747.067017,-18.799987999999985,0.5859282626357606,36.94544554379573,36.94544554379573,-3.166016000000127,0.0,-16.0,16.0,0.0,3.930578439507242,3.930578439507242,30.833983999999873,25.343234278535117,15.509379727576098,15.509379727576098,16.0,6.2735596715744135,6.2735596715744135,24.75437666173457,24.75437666173457,22.961088987248242,22.961088987248242,13.935024724878843,13.935024724878843,16.383825704023955,16.383825704023955,28.989644515709227,28.989644515709227,745.2386473540535,750.9031271196532,-5.664479765599708,-6.482114066452956,1.6352686017064961,-5.664479765599708,-6.482114066452956,1.6352686017064961,743.1332520000003,12.053931291203586,743.1332520000003,767.2411145824075,719.0253894175931,743.1332520000003,767.2411145824075,719.0253894175931,25.343234278535117,25.343234278535117
