date,open,high,low,close,adj close,volume,stocastic_kdjd_5,stocastic_kdjk_3,stocastic_kdjk_3,rsi_rsi_14,adx_adx_15_ema,macd_macd,macd_macds,macd_macdh,bbands_boll,bbands_boll_ub,bbands_boll_lb,atr_atr,stock_name
2016-08-09,1006.6,1006.67,991.6,1000.63,970.539,1865400,36.08,51.245,51.245,45.018,30.712,-3.618,4.077,-15.391,1031.108,1086.473,975.742,23.567,Larsen & Toubro
2016-08-10,1000.9,1002.67,984.233,988.8,959.065,1683261,38.568,38.891,38.891,41.906,31.101,-5.308,2.2,-15.017,1028.834,1087.3,970.368,23.2,Larsen & Toubro
2016-08-11,983.367,986.0,975.233,983.133,953.568,2240372,37.519,34.304,34.304,40.463,31.817,-7.024,0.355,-14.758,1025.842,1087.31,964.375,22.512,Larsen & Toubro
2016-08-12,986.0,1003.8,985.667,994.6,964.691,1659132,38.108,45.468,45.468,44.619,31.552,-7.373,-1.19,-12.365,1022.711,1083.826,961.596,22.38,Larsen & Toubro
2016-08-16,994.6,1008.43,981.333,1004.23,974.031,2610843,43.84,59.428,59.428,47.907,30.43,-6.794,-2.311,-8.966,1020.442,1080.717,960.168,22.717,Larsen & Toubro
2016-08-17,1002.5,1009.5,994.0,1001.67,971.548,1384653,50.089,63.686,63.686,47.107,28.752,-6.468,-3.142,-6.651,1018.099,1077.413,958.786,22.202,Larsen & Toubro
2016-08-18,994.0,999.133,986.667,988.067,976.139,1780732,51.463,50.426,50.426,42.994,27.186,-7.223,-3.958,-6.529,1015.141,1074.238,956.044,21.687,Larsen & Toubro
2016-08-19,992.0,998.0,986.433,996.233,984.206,1392250,52.232,47.779,47.779,46.04,25.761,-7.082,-4.583,-4.997,1013.034,1071.647,954.422,20.965,Larsen & Toubro
2016-08-22,996.667,1002.67,986.0,995.1,983.087,1837995,52.202,50.049,50.049,45.675,24.108,-6.98,-5.063,-3.835,1010.323,1066.846,953.8,20.658,Larsen & Toubro
2016-08-23,995.1,996.467,975.467,984.767,972.879,1273490,49.424,44.762,44.762,42.379,23.015,-7.645,-5.579,-4.133,1006.698,1059.735,953.66,20.682,Larsen & Toubro
2016-08-24,983.333,992.3,976.7,982.333,970.474,1230627,45.503,38.255,38.255,41.617,22.311,-8.274,-6.118,-4.311,1002.724,1049.971,955.477,20.319,Larsen & Toubro
2016-08-25,984.067,988.867,967.0,969.767,958.06,2616154,39.566,28.633,28.633,37.835,22.395,-9.674,-6.829,-5.69,997.808,1036.01,959.606,20.43,Larsen & Toubro
2016-08-26,970.0,973.3,946.933,951.467,939.981,2788650,33.435,22.42,22.42,33.116,23.665,-12.121,-7.888,-8.467,992.806,1027.436,958.176,20.854,Larsen & Toubro
2016-08-29,954.667,975.833,946.133,973.0,961.254,2094230,32.926,35.904,35.904,42.245,25.389,-12.182,-8.746,-6.871,989.495,1017.458,961.532,21.486,Larsen & Toubro
2016-08-30,978.667,985.2,971.9,983.767,971.891,2598309,38.099,56.046,56.046,46.199,26.505,-11.232,-9.244,-3.977,988.893,1016.803,960.983,20.901,Larsen & Toubro
2016-08-31,983.333,1011.97,980.2,1008.63,996.454,4152240,46.712,69.007,69.007,54.027,26.84,-8.377,-9.07,1.387,989.213,1017.902,960.524,21.677,Larsen & Toubro
2016-09-01,1008.67,1011.7,1001.37,1004.73,992.601,1905766,55.239,73.315,73.315,52.731,26.676,-6.355,-8.527,4.344,990.163,1019.615,960.711,20.867,Larsen & Toubro
2016-09-02,1004.73,1008.33,991.2,1003.37,991.257,1755506,62.551,73.187,73.187,52.26,25.644,-4.807,-7.783,5.952,991.36,1020.921,961.798,20.6,Larsen & Toubro
2016-09-06,1003.37,1016.17,1002.1,1010.93,998.726,1960860,68.647,75.129,75.129,54.682,24.474,-2.937,-6.814,7.754,991.5,1021.42,961.58,20.134,Larsen & Toubro
2016-09-07,1015.13,1027.63,1006.67,1012.17,999.951,2648264,71.218,69.274,69.274,55.084,23.776,-1.339,-5.719,8.76,991.87,1022.651,961.088,20.193,Larsen & Toubro
2016-09-08,1017.03,1030.63,1014.1,1026.33,1013.94,1692184,74.347,74.492,74.492,59.507,23.523,1.058,-4.363,10.843,993.155,1027.424,958.885,20.069,Larsen & Toubro
2016-09-09,1026.67,1027.4,1006.67,1011.8,999.585,2262933,73.282,56.798,56.798,53.667,23.014,1.765,-3.138,9.805,994.305,1029.49,959.119,20.116,Larsen & Toubro
2016-09-12,992.0,994.4,973.267,975.467,963.691,1953572,65.092,39.144,39.144,42.449,22.927,-0.6,-2.63,4.06,993.921,1029.78,958.063,21.432,Larsen & Toubro
2016-09-14,975.467,988.0,970.733,983.533,971.66,1718754,56.594,33.625,33.625,45.188,23.187,-1.803,-2.465,1.324,993.368,1029.523,957.213,21.134,Larsen & Toubro
2016-09-15,983.4,984.7,971.433,980.167,968.334,1126282,48.279,35.704,35.704,44.242,23.655,-2.993,-2.57,-0.845,992.165,1028.399,955.93,20.572,Larsen & Toubro
2016-09-16,984.733,999.333,979.0,982.133,970.277,2112272,41.454,37.089,37.089,44.967,23.303,-3.734,-2.803,-1.862,991.188,1027.397,954.979,20.555,Larsen & Toubro
2016-09-19,984.0,993.333,976.0,986.533,974.624,942540,39.954,42.767,42.767,46.639,22.603,-3.922,-3.027,-1.79,991.111,1027.355,954.868,20.325,Larsen & Toubro
2016-09-20,985.333,989.567,979.033,983.967,972.088,1097205,39.989,39.893,39.893,45.766,21.71,-4.228,-3.267,-1.923,990.498,1026.791,954.205,19.626,Larsen & Toubro
2016-09-21,986.667,991.933,977.533,981.4,969.552,1337072,39.53,36.98,36.98,44.861,20.552,-4.625,-3.539,-2.173,989.813,1026.258,953.369,19.252,Larsen & Toubro
2016-09-22,993.333,1002.67,984.667,999.967,987.895,1952950,44.919,54.402,54.402,52.22,19.632,-3.403,-3.512,0.218,990.573,1027.208,953.938,19.396,Larsen & Toubro
2016-09-23,1003.33,1011.67,993.733,998.0,985.952,3121780,49.176,56.253,56.253,51.437,19.366,-2.563,-3.322,1.518,991.356,1027.919,954.793,19.292,Larsen & Toubro
2016-09-26,994.667,1007.97,974.4,977.133,965.337,2122144,46.419,39.947,39.947,43.912,18.773,-3.54,-3.365,-0.349,991.725,1027.512,955.937,20.312,Larsen & Toubro
2016-09-27,980.033,984.2,954.3,957.6,946.04,2819210,40.675,28.548,28.548,38.268,18.824,-5.824,-3.857,-3.933,992.031,1026.445,957.618,20.997,Larsen & Toubro
2016-09-28,961.333,978.0,958.967,970.6,958.883,2393218,36.76,29.156,29.156,43.475,19.276,-6.509,-4.387,-4.244,991.911,1026.62,957.203,20.954,Larsen & Toubro
2016-09-29,974.4,979.333,946.967,958.4,946.83,3040346,32.898,29.673,29.673,40.06,20.374,-7.946,-5.099,-5.693,990.643,1028.331,952.955,21.769,Larsen & Toubro
2016-09-30,956.667,960.367,941.0,955.433,943.899,3497865,29.922,32.332,32.332,39.253,22.016,-9.217,-5.923,-6.589,987.983,1027.776,948.19,21.598,Larsen & Toubro
2016-10-03,958.7,983.167,956.8,980.467,968.631,2181718,35.425,52.754,52.754,48.657,22.483,-8.111,-6.36,-3.501,986.77,1025.887,947.653,22.036,Larsen & Toubro
2016-10-04,984.533,986.367,962.233,966.1,954.437,2289638,40.082,53.611,53.611,44.408,22.037,-8.298,-6.748,-3.101,984.906,1024.244,945.569,22.186,Larsen & Toubro
2016-10-05,973.333,974.6,960.767,969.3,957.599,2059848,44.629,49.833,49.833,45.549,21.113,-8.095,-7.017,-2.155,982.825,1020.745,944.905,21.589,Larsen & Toubro
2016-10-06,976.0,978.3,964.0,969.667,957.961,1627376,48.713,44.811,44.811,45.686,19.865,-7.814,-7.177,-1.275,980.7,1016.394,945.006,21.069,Larsen & Toubro
2016-10-07,968.667,973.267,960.667,971.3,959.574,1098752,50.564,49.974,49.974,46.336,18.509,-7.375,-7.216,-0.317,977.948,1006.626,949.27,20.464,Larsen & Toubro
2016-10-10,973.967,976.933,964.7,966.667,954.997,875912,48.363,44.659,44.659,44.702,17.127,-7.317,-7.236,-0.16,975.692,999.91,951.473,19.876,Larsen & Toubro
2016-10-13,966.667,966.667,954.2,958.933,947.357,2659995,44.193,36.712,36.712,42.036,16.22,-7.804,-7.35,-0.908,974.865,1000.218,949.512,19.347,Larsen & Toubro
2016-10-14,962.667,984.933,959.067,983.233,971.363,2632323,47.926,55.964,55.964,51.768,15.639,-6.159,-7.112,1.906,974.85,1000.182,949.518,19.822,Larsen & Toubro
2016-10-17,983.267,984.667,960.667,965.3,953.647,2140920,48.273,49.349,49.349,45.674,15.283,-6.23,-6.935,1.411,974.107,999.653,948.56,20.12,Larsen & Toubro
2016-10-18,971.8,994.6,967.367,992.167,980.189,1983014,53.505,63.95,63.95,54.345,15.577,-4.072,-6.363,4.582,974.608,1001.191,948.025,20.776,Larsen & Toubro
2016-10-19,992.167,1000.67,984.033,994.033,982.033,2146896,59.41,70.436,70.436,54.884,16.53,-2.185,-5.527,6.684,974.983,1002.471,947.496,20.48,Larsen & Toubro
2016-10-20,997.333,1005.0,988.367,1002.43,990.329,1502340,65.923,78.015,78.015,57.324,18.037,-0.013,-4.424,8.823,975.906,1005.799,946.014,20.206,Larsen & Toubro
2016-10-21,1002.67,1009.4,995.4,1007.23,995.071,1670799,72.109,82.491,82.491,58.699,20.014,2.072,-3.125,10.395,977.198,1010.164,944.232,19.762,Larsen & Toubro
2016-10-24,1011.1,1013.33,991.2,995.1,983.087,1517036,73.55,63.985,63.985,53.967,21.764,2.715,-1.957,9.344,976.955,1009.279,944.631,19.931,Larsen & Toubro
2016-10-25,996.667,999.567,985.8,989.4,977.456,838206,68.054,47.016,47.016,51.851,22.769,2.733,-1.019,7.503,976.525,1007.884,945.165,19.491,Larsen & Toubro
2016-10-26,986.467,992.667,980.367,988.2,976.27,867620,60.69,39.265,39.265,51.394,22.78,2.62,-0.291,5.822,977.078,1008.87,945.286,18.977,Larsen & Toubro
2016-10-27,986.5,988.6,971.4,983.533,971.66,2440678,53.889,40.535,40.535,49.566,22.457,2.129,0.193,3.873,978.375,1008.913,947.836,18.85,Larsen & Toubro
2016-10-28,980.667,989.933,975.333,987.133,975.216,1212981,49.048,51.683,51.683,51.014,21.816,2.007,0.556,2.904,979.201,1009.748,948.654,18.547,Larsen & Toubro
2016-11-01,987.133,987.367,973.333,975.433,963.657,947158,43.037,41.709,41.709,46.356,21.157,0.956,0.636,0.641,980.053,1009.07,951.036,18.225,Larsen & Toubro
2016-11-02,965.2,970.0,957.667,965.767,954.108,1493444,38.155,36.174,36.174,42.873,21.453,-0.65,0.379,-2.057,980.57,1008.069,953.07,18.192,Larsen & Toubro
2016-11-03,961.433,977.767,961.333,962.8,951.177,1411942,33.514,29.877,29.877,41.834,21.578,-2.137,-0.124,-4.025,979.686,1008.311,951.061,18.066,Larsen & Toubro
2016-11-04,951.267,956.267,931.267,946.533,935.106,18639006,30.618,30.861,30.861,36.597,22.743,-4.576,-1.015,-7.122,978.708,1010.455,946.961,19.028,Larsen & Toubro
2016-11-07,950.0,954.467,928.233,932.0,920.749,2158653,26.637,23.109,23.109,32.663,24.592,-7.593,-2.33,-10.526,976.843,1014.71,938.976,19.543,Larsen & Toubro
2016-11-08,937.0,937.333,922.667,931.467,920.222,1881726,23.683,24.136,24.136,32.525,26.944,-9.914,-3.847,-12.133,974.933,1017.842,932.024,19.194,Larsen & Toubro
2016-11-09,880.0,939.4,863.4,926.967,915.777,4757398,25.914,39.358,39.358,31.321,30.297,-11.978,-5.473,-13.009,972.716,1020.696,924.736,23.252,Larsen & Toubro
2016-11-10,933.7,951.333,933.7,941.4,930.035,2766432,33.359,55.807,55.807,39.107,33.471,-12.307,-6.84,-10.934,971.453,1021.394,921.512,23.332,Larsen & Toubro
2016-11-11,931.267,939.333,924.0,925.867,914.69,2518286,40.583,60.884,60.884,34.565,36.547,-13.663,-8.205,-10.918,969.8,1023.531,916.068,22.908,Larsen & Toubro
2016-11-15,925.867,938.333,908.833,913.533,902.505,3958053,45.619,44.276,44.276,31.443,39.634,-15.555,-9.675,-11.76,966.315,1025.175,907.455,23.379,Larsen & Toubro
2016-11-16,924.867,925.533,900.667,917.033,905.963,3299710,49.565,43.626,43.626,33.285,42.706,-16.58,-11.056,-11.048,963.901,1026.759,901.044,23.485,Larsen & Toubro
2016-11-17,918.8,922.667,906.667,914.0,902.966,1377642,48.736,40.883,40.883,32.471,45.659,-17.436,-12.332,-10.209,959.993,1025.129,894.856,22.95,Larsen & Toubro
2016-11-18,914.667,921.567,907.333,913.633,902.604,1654947,46.678,44.637,44.637,32.367,48.432,-17.938,-13.453,-8.969,955.973,1022.179,889.767,22.328,Larsen & Toubro
2016-11-21,919.133,919.133,893.333,898.6,887.752,1962840,41.878,35.743,35.743,28.389,51.171,-19.325,-14.627,-9.396,950.781,1017.926,883.637,22.576,Larsen & Toubro
2016-11-22,905.5,906.667,869.667,886.367,875.667,3084870,38.412,34.554,34.554,25.628,54.004,-21.168,-15.936,-10.465,944.738,1012.246,877.23,23.606,Larsen & Toubro
2016-11-23,904.667,923.333,898.667,904.833,893.91,7493139,39.885,44.879,44.879,35.78,55.677,-20.898,-16.928,-7.939,940.225,1005.592,874.858,24.56,Larsen & Toubro
2016-11-24,902.6,910.6,893.333,899.767,888.905,4315370,42.34,48.615,48.615,34.393,56.668,-20.852,-17.713,-6.278,935.743,999.176,872.31,24.039,Larsen & Toubro
2016-11-25,905.2,916.8,890.933,913.8,902.768,3065824,47.864,55.936,55.936,41.194,56.792,-19.459,-18.062,-2.793,932.023,991.079,872.968,24.17,Larsen & Toubro
2016-11-28,913.633,914.8,900.0,904.633,893.712,1777818,52.24,54.945,54.945,38.394,56.368,-18.877,-18.225,-1.304,928.078,983.046,873.111,23.501,Larsen & Toubro
2016-11-29,904.667,913.133,899.367,901.633,890.748,1741328,52.05,50.418,50.418,37.496,55.637,-18.445,-18.269,-0.352,923.803,972.357,875.249,22.805,Larsen & Toubro
2016-11-30,910.0,927.5,900.0,921.833,910.705,4335632,55.572,60.231,60.231,46.561,53.683,-16.285,-17.872,3.174,921.123,963.157,879.089,23.141,Larsen & Toubro
2016-12-01,924.267,935.0,915.2,925.567,914.393,2151998,59.695,64.663,64.663,48.06,50.585,-14.109,-17.12,6.02,919.113,955.643,882.583,22.902,Larsen & Toubro
2016-12-02,918.667,919.733,906.0,907.9,896.94,1217828,57.555,50.633,50.633,42.048,47.36,-13.653,-16.426,5.546,916.368,946.821,885.915,22.664,Larsen & Toubro
2016-12-05,906.8,909.867,899.4,904.1,893.186,1062822,51.685,38.156,38.156,40.864,44.479,-13.444,-15.83,4.772,914.247,941.606,886.887,21.793,Larsen & Toubro
2016-12-06,905.433,916.0,905.2,908.1,897.137,1771910,46.049,39.7,39.7,42.693,41.487,-12.807,-15.225,4.836,913.052,939.208,886.896,21.086,Larsen & Toubro
2016-12-07,912.0,916.733,900.0,902.533,891.638,1557765,39.405,32.492,32.492,40.802,38.809,-12.606,-14.701,4.19,911.605,936.649,886.561,20.775,Larsen & Toubro
2016-12-08,910.1,917.167,907.867,911.3,900.299,1388842,38.577,43.602,43.602,44.939,36.388,-11.606,-14.082,4.952,910.822,934.8,886.843,20.336,Larsen & Toubro
2016-12-09,915.267,915.533,904.667,908.133,897.17,1211254,39.384,44.86,44.86,43.75,34.408,-10.943,-13.455,5.023,909.158,928.342,889.975,19.66,Larsen & Toubro
2016-12-12,906.667,916.6,904.067,909.967,898.982,1636280,41.817,44.919,44.919,44.663,32.664,-10.152,-12.794,5.284,908.363,925.876,890.85,19.151,Larsen & Toubro
2016-12-13,910.667,919.267,910.133,917.133,906.061,2168126,48.133,58.6,58.6,48.203,30.844,-8.845,-12.004,6.318,908.543,926.351,890.735,18.447,Larsen & Toubro
2016-12-14,921.267,921.267,904.733,906.633,895.688,1360938,47.25,44.039,44.039,43.784,29.464,-8.558,-11.315,5.513,908.023,925.389,890.657,18.311,Larsen & Toubro
2016-12-15,899.833,911.4,899.333,904.567,893.647,900524,44.258,37.314,37.314,42.949,28.775,-8.401,-10.732,4.663,907.552,924.746,890.357,17.865,Larsen & Toubro
2016-12-16,904.2,909.667,901.367,907.067,896.117,1577426,41.929,36.629,36.629,44.332,28.541,-7.982,-10.182,4.4,907.223,924.178,890.269,17.181,Larsen & Toubro
2016-12-19,905.0,906.0,894.367,896.633,885.809,1148169,37.171,28.854,28.854,39.977,29.042,-8.396,-9.825,2.859,907.125,924.311,889.939,16.861,Larsen & Toubro
2016-12-20,896.667,907.467,896.1,903.667,892.758,1177779,34.768,39.497,39.497,43.973,29.758,-8.063,-9.472,2.82,907.99,922.273,893.706,16.469,Larsen & Toubro
2016-12-21,905.467,907.033,893.333,894.667,883.867,950224,30.657,29.478,29.478,40.278,30.766,-8.428,-9.264,1.671,907.482,922.915,892.048,16.271,Larsen & Toubro
2016-12-22,893.833,896.0,874.7,876.433,865.853,1357563,25.974,21.415,21.415,34.039,32.705,-10.072,-9.425,-1.294,906.315,926.879,885.751,16.63,Larsen & Toubro
2016-12-23,877.167,894.667,868.333,891.633,880.869,2136648,27.622,34.345,34.345,42.092,35.316,-10.034,-9.547,-0.973,905.207,926.451,883.963,17.323,Larsen & Toubro
2016-12-26,890.4,896.667,878.9,891.733,880.968,1198728,31.93,50.426,50.426,42.142,37.964,-9.881,-9.614,-0.534,904.562,926.646,882.478,17.355,Larsen & Toubro
2016-12-27,893.333,906.333,886.067,903.733,892.823,1222356,40.46,64.67,64.67,47.955,39.319,-8.692,-9.429,1.476,904.667,926.712,882.621,17.563,Larsen & Toubro
2016-12-28,904.667,908.833,897.333,899.967,889.102,1294264,48.434,66.573,66.573,46.38,39.546,-7.961,-9.136,2.349,903.573,924.154,882.992,17.13,Larsen & Toubro
2016-12-29,894.367,902.667,886.933,892.8,882.022,2010627,53.309,54.24,54.24,43.455,39.673,-7.87,-8.882,2.026,901.935,920.234,883.635,17.03,Larsen & Toubro
2016-12-30,896.667,903.667,896.0,899.4,888.542,1280979,57.162,55.136,55.136,46.783,39.614,-7.182,-8.542,2.721,901.51,919.62,883.4,16.59,Larsen & Toubro
2017-01-02,904.033,912.667,899.433,906.4,895.458,1476812,61.017,61.973,61.973,50.135,38.481,-6.003,-8.034,4.063,901.625,919.833,883.417,16.353,Larsen & Toubro
2017-01-03,906.667,916.667,901.467,911.467,900.464,1363398,65.118,66.262,66.262,52.469,36.439,-4.606,-7.349,5.485,901.793,920.313,883.273,16.27,Larsen & Toubro
2017-01-04,916.667,920.9,913.667,917.733,906.654,2144739,69.781,72.59,72.59,55.258,34.259,-2.96,-6.471,7.022,902.553,922.401,882.706,15.782,Larsen & Toubro
2017-01-05,921.5,930.0,918.667,928.2,916.995,2781498,74.622,79.624,79.624,59.53,32.708,-0.801,-5.337,9.072,903.398,926.054,880.742,15.531,Larsen & Toubro
2017-01-06,930.0,935.8,925.067,927.3,916.106,1462912,76.997,73.615,73.615,59.008,31.931,0.827,-4.104,9.863,904.357,929.356,879.357,15.188,Larsen & Toubro
2017-01-09,928.0,931.967,917.8,920.433,909.321,819484,75.635,53.952,53.952,55.045,30.893,1.546,-2.974,9.04,904.88,930.795,878.965,15.115,Larsen & Toubro
2017-01-10,920.167,930.0,918.367,925.0,913.833,1359729,72.315,49.302,49.302,57.108,29.729,2.456,-1.888,8.688,905.273,932.191,878.355,14.867,Larsen & Toubro
2017-01-11,932.0,945.233,930.0,941.567,930.2,1514451,72.431,61.747,61.747,63.63,29.436,4.462,-0.618,10.161,907.02,938.463,875.577,15.25,Larsen & Toubro
2017-01-12,943.267,969.533,942.667,966.233,954.569,2707455,74.837,72.348,72.348,70.759,30.442,7.951,1.096,13.71,910.103,951.158,869.049,16.158,Larsen & Toubro
2017-01-13,973.333,973.333,954.8,959.167,947.588,1400770,75.868,70.668,70.668,66.724,32.306,10.03,2.883,14.295,912.708,959.203,866.213,16.328,Larsen & Toubro
2017-01-16,956.667,966.667,954.867,961.867,950.255,1052802,76.69,67.982,67.982,67.487,34.639,11.76,4.658,14.204,915.97,966.678,865.262,16.004,Larsen & Toubro
2017-01-17,960.0,973.3,960.0,963.833,952.198,1423840,77.209,61.568,61.568,68.061,37.337,13.138,6.354,13.568,918.978,973.601,864.356,15.811,Larsen & Toubro
2017-01-18,964.0,979.333,964.0,968.3,956.611,1538178,76.629,59.347,59.347,69.384,40.292,14.425,7.968,12.913,922.66,980.23,865.09,15.789,Larsen & Toubro
2017-01-19,968.667,975.333,963.367,966.3,954.635,1019914,73.065,50.427,50.427,68.026,43.218,15.109,9.396,11.425,927.153,983.548,870.759,15.516,Larsen & Toubro
2017-01-20,966.3,969.267,940.667,943.167,931.781,2177486,64.081,35.773,35.773,54.686,43.815,13.627,10.242,6.769,929.73,983.959,875.501,16.45,Larsen & Toubro
2017-01-23,941.333,942.0,921.267,929.033,917.818,3534069,54.454,28.637,28.637,48.437,43.334,11.183,10.431,1.505,931.595,982.803,880.387,16.84,Larsen & Toubro
2017-01-24,932.167,949.333,932.0,946.533,935.106,1879688,48.96,36.637,36.637,55.255,41.756,10.537,10.452,0.171,933.735,983.6,883.87,17.087,Larsen & Toubro
2017-01-25,949.867,969.333,946.933,966.5,954.832,2294774,50.374,55.793,55.793,61.509,39.948,11.504,10.662,1.683,937.062,986.315,887.809,17.495,Larsen & Toubro
2017-01-27,966.5,980.167,955.567,959.933,948.345,1871126,52.699,56.526,56.526,58.608,38.447,11.606,10.851,1.51,940.418,985.983,894.854,18.002,Larsen & Toubro
2017-01-30,962.0,978.0,958.667,961.867,950.255,2601585,55.536,52.663,52.663,59.218,37.191,11.709,11.023,1.372,943.542,985.704,901.379,18.097,Larsen & Toubro
2017-01-31,960.0,970.0,951.333,964.167,952.527,1894154,58.047,49.945,49.945,59.973,35.639,11.839,11.186,1.306,946.43,985.694,907.166,18.138,Larsen & Toubro
2017-02-01,965.3,996.567,964.2,993.5,981.506,3577634,63.137,64.37,64.37,68.093,34.887,14.146,11.778,4.736,950.532,991.519,909.545,19.157,Larsen & Toubro
2017-02-02,994.4,996.0,980.2,984.333,972.45,2257914,66.491,67.231,67.231,63.741,34.661,15.061,12.434,5.253,953.862,994.449,913.275,18.917,Larsen & Toubro
2017-02-03,984.333,992.0,971.333,987.133,975.216,1650459,69.387,68.439,68.439,64.488,34.161,15.829,13.113,5.432,956.808,998.102,915.515,19.042,Larsen & Toubro
2017-02-06,990.0,1000.0,986.267,989.2,977.258,1526715,71.61,66.401,66.401,65.06,33.809,16.416,13.774,5.284,959.903,1001.163,918.643,18.663,Larsen & Toubro
2017-02-07,986.8,1003.2,981.433,1000.2,988.125,2499546,74.898,74.463,74.463,68.012,33.219,17.566,14.532,6.067,963.892,1004.503,923.28,18.885,Larsen & Toubro
2017-02-08,1003.2,1007.33,992.833,1004.57,992.443,1689792,78.296,79.423,79.423,69.128,32.682,18.615,15.349,6.533,967.87,1008.027,927.713,18.571,Larsen & Toubro
2017-02-09,1005.33,1007.23,984.267,993.8,981.803,1529256,78.042,68.867,68.867,63.269,31.569,18.366,15.952,4.828,970.482,1010.228,930.736,18.885,Larsen & Toubro
2017-02-10,996.833,1005.43,994.833,1001.3,989.212,1300986,77.781,70.529,70.529,65.464,30.135,18.56,16.474,4.173,972.235,1014.223,930.247,18.367,Larsen & Toubro
2017-02-13,1003.7,1006.0,987.7,1000.1,988.027,930046,77.032,70.003,70.003,64.797,28.296,18.405,16.86,3.089,974.282,1017.558,931.006,18.362,Larsen & Toubro
2017-02-14,1003.33,1004.63,990.667,995.067,983.055,926546,73.343,60.087,60.087,61.945,26.269,17.672,17.023,1.299,975.942,1019.757,932.127,18.048,Larsen & Toubro
2017-02-15,995.133,1003.8,984.1,986.667,974.756,1952469,64.788,43.965,43.965,57.404,24.677,16.226,16.863,-1.274,977.083,1020.76,933.407,18.166,Larsen & Toubro
2017-02-16,989.267,990.0,974.033,980.167,968.334,2071947,55.919,35.993,35.993,54.1,23.997,14.39,16.369,-3.957,977.677,1021.173,934.181,18.009,Larsen & Toubro
2017-02-17,980.7,990.0,976.667,985.333,973.438,1028691,49.691,36.649,36.649,56.255,23.912,13.2,15.735,-5.07,978.629,1021.908,935.349,17.675,Larsen & Toubro
2017-02-20,988.567,994.667,983.367,988.433,976.501,1105371,46.632,47.695,47.695,57.544,23.684,12.364,15.061,-5.394,980.892,1020.98,940.803,17.219,Larsen & Toubro
2017-02-21,984.0,993.4,984.0,988.867,976.929,970616,45.628,54.389,54.389,57.731,23.374,11.603,14.369,-5.533,983.883,1015.768,951.999,16.661,Larsen & Toubro
2017-02-22,988.667,992.5,981.867,984.633,972.746,1291317,45.819,43.463,43.463,55.169,23.204,10.536,13.603,-6.132,985.788,1012.392,959.185,16.23,Larsen & Toubro
2017-02-23,986.667,1004.0,978.8,991.067,979.103,2175398,46.667,45.201,45.201,58.205,22.644,10.094,12.901,-5.613,987.017,1012.096,961.938,16.871,Larsen & Toubro
2017-02-27,991.067,1000.0,973.4,977.233,965.436,1553900,43.251,34.31,34.31,50.315,21.627,8.529,12.027,-6.995,987.882,1010.052,965.712,17.566,Larsen & Toubro
2017-02-28,981.333,991.967,977.433,979.467,967.643,1773558,39.13,29.482,29.482,51.459,20.362,7.384,11.098,-7.428,988.762,1007.754,969.77,17.364,Larsen & Toubro
2017-03-01,981.333,989.9,980.767,984.1,972.22,1219412,36.836,33.063,33.063,53.834,18.985,6.772,10.233,-6.921,989.758,1005.047,974.47,16.869,Larsen & Toubro
2017-03-02,988.033,996.9,980.0,982.633,970.771,1920216,35.076,30.946,30.946,52.951,18.074,6.099,9.406,-6.615,989.215,1004.714,973.716,16.871,Larsen & Toubro
2017-03-03,980.9,985.567,973.333,980.233,968.4,1205019,33.271,30.39,30.39,51.463,17.01,5.31,8.587,-6.554,989.01,1004.885,973.135,16.54,Larsen & Toubro
2017-03-06,978.667,992.667,978.667,990.4,978.444,821986,36.819,44.4,44.4,56.977,16.277,5.443,7.958,-5.031,989.173,1005.034,973.313,16.358,Larsen & Toubro
2017-03-07,989.333,994.367,986.3,990.933,978.97,991566,42.603,57.491,57.491,57.252,15.924,5.527,7.472,-3.889,989.26,1005.141,973.38,15.766,Larsen & Toubro
2017-03-08,989.6,996.333,979.233,984.2,972.319,1424362,45.563,48.767,48.767,52.684,15.255,4.993,6.976,-3.966,988.46,1003.616,973.305,15.861,Larsen & Toubro
2017-03-09,981.933,988.533,976.667,984.6,972.714,1111050,47.259,45.958,45.958,52.924,14.666,4.55,6.491,-3.882,987.462,1000.652,974.271,15.576,Larsen & Toubro
2017-03-10,987.267,998.333,986.7,994.4,982.396,1836264,51.856,57.921,57.921,58.487,14.366,4.932,6.179,-2.494,987.492,1000.746,974.238,15.444,Larsen & Toubro
2017-03-14,994.4,1045.8,994.4,1038.73,1026.19,7224810,58.112,68.538,68.538,73.653,15.979,8.712,6.686,4.053,989.363,1015.315,963.412,18.013,Larsen & Toubro
2017-03-15,1038.0,1040.0,1026.8,1032.6,1020.134,2408866,63.425,71.581,71.581,69.853,18.73,11.085,7.566,7.039,990.988,1023.108,958.869,17.669,Larsen & Toubro
2017-03-16,1039.33,1050.0,1038.67,1047.37,1034.726,2396146,69.452,79.477,79.477,73.412,22.268,13.996,8.852,10.289,993.603,1034.452,952.755,17.65,Larsen & Toubro
2017-03-17,1047.37,1048.6,1029.43,1035.03,1022.535,1927983,72.897,64.809,64.809,66.362,25.389,15.133,10.108,10.051,996.021,1040.689,951.354,17.758,Larsen & Toubro
2017-03-20,1036.0,1036.93,1023.5,1025.1,1012.725,1442108,72.464,45.219,45.219,61.263,27.676,15.06,11.098,7.922,998.268,1044.083,952.453,17.449,Larsen & Toubro
