date,open,high,low,close,adj close,volume,20_sma,50_sma,200_sma,macd_12_26,macdsign_12_26,macddiff_12_26,stocastic_kdjd_5,stocastic_kdjk_3,rsi_rsi_14,adx_adx_15_ema,bbands_boll,bbands_boll_ub,bbands_boll_lb,atr_atr,stock_name
2017-01-18,120.0,120.5,119.71,119.99,118.516,23713000,117.643,113.684,106.815,1.607,1.483,0.125,77.372,75.169,70.544,36.518,117.643,120.545,114.74,1.403,AAPL
2017-01-19,119.4,120.09,119.37,119.78,118.308,25597300,117.8,113.903,106.865,1.586,1.503,0.083,76.631,72.919,68.658,37.674,117.8,120.811,114.788,1.355,AAPL
2017-01-20,120.45,120.45,119.73,120.0,118.525,32597900,117.952,114.095,106.91,1.569,1.517,0.053,76.461,67.197,69.576,38.747,117.952,121.089,114.815,1.309,AAPL
2017-01-23,120.0,120.81,119.77,120.08,118.604,22050200,118.103,114.275,106.968,1.545,1.522,0.022,75.87,61.233,69.92,39.927,118.103,121.348,114.858,1.29,AAPL
2017-01-24,119.55,120.1,119.5,119.97,118.496,23211000,118.287,114.457,107.024,1.499,1.518,-0.019,71.806,52.781,68.766,40.675,118.287,121.516,115.058,1.241,AAPL
2017-01-25,120.42,122.1,120.28,121.88,120.382,32377600,118.555,114.739,107.088,1.598,1.534,0.065,72.238,65.7,76.133,42.016,118.555,122.046,115.064,1.304,AAPL
2017-01-26,121.67,122.44,121.6,121.94,120.442,26337600,118.789,115.009,107.146,1.663,1.56,0.103,73.624,71.465,76.322,43.772,118.789,122.533,115.045,1.271,AAPL
2017-01-27,122.14,122.35,121.6,121.95,120.451,20562900,119.049,115.334,107.195,1.695,1.587,0.108,75.32,73.415,76.356,45.726,119.049,122.917,115.18,1.234,AAPL
2017-01-30,120.93,121.63,120.66,121.63,120.135,30377500,119.293,115.624,107.243,1.676,1.604,0.071,75.754,67.108,72.796,46.432,119.293,123.165,115.422,1.238,AAPL
2017-01-31,121.15,121.39,120.62,121.35,119.859,49201000,119.57,115.851,107.301,1.619,1.607,0.012,73.034,58.804,69.733,46.281,119.57,123.178,115.962,1.222,AAPL
2017-02-01,127.03,130.49,127.01,128.75,127.168,111985000,120.2,116.227,107.407,2.146,1.715,0.431,72.863,66.66,86.228,47.442,120.2,125.36,115.04,1.787,AAPL
2017-02-02,127.98,129.39,127.78,128.53,126.951,33710400,120.825,116.597,107.515,2.518,1.876,0.642,73.595,71.154,84.749,49.381,120.825,126.818,114.833,1.775,AAPL
2017-02-03,128.31,129.19,128.16,129.08,127.494,24507300,121.449,116.944,107.625,2.824,2.065,0.758,75.267,67.263,85.422,51.737,121.449,128.148,114.75,1.721,AAPL
2017-02-06,129.13,130.5,128.9,130.29,128.689,26845900,122.068,117.313,107.746,3.128,2.278,0.85,78.522,75.602,86.802,54.362,122.068,129.623,114.513,1.713,AAPL
2017-02-07,130.54,132.09,130.45,131.53,129.914,38183800,122.695,117.719,107.876,3.429,2.508,0.921,81.131,78.985,88.05,57.156,122.695,131.196,114.193,1.719,AAPL
2017-02-08,131.35,132.22,131.22,132.04,130.417,23004100,123.341,118.124,108.01,3.667,2.74,0.927,83.936,84.183,88.531,59.961,123.341,132.626,114.057,1.668,AAPL
2017-02-09,131.65,132.45,131.12,132.42,131.36,28349900,123.975,118.541,108.151,3.842,2.96,0.882,86.89,88.955,88.889,62.689,123.975,133.932,114.018,1.643,AAPL
2017-02-10,132.46,132.94,132.05,132.12,131.062,20065500,124.618,118.955,108.322,3.911,3.15,0.761,87.404,77.618,86.588,65.301,124.618,134.946,114.291,1.59,AAPL
2017-02-13,133.08,133.82,132.75,133.29,132.223,23035400,125.331,119.41,108.515,4.014,3.323,0.691,87.285,78.536,87.904,67.802,125.331,135.999,114.663,1.598,AAPL
2017-02-14,133.47,135.09,133.25,135.02,133.939,33226200,126.082,119.921,108.721,4.187,3.496,0.691,88.449,84.923,89.537,70.207,126.082,137.272,114.892,1.615,AAPL
2017-02-15,135.52,136.27,134.62,135.51,134.425,35623100,126.858,120.433,108.93,4.314,3.66,0.655,88.61,82.752,89.951,72.515,126.858,138.415,115.301,1.617,AAPL
2017-02-16,135.67,135.9,134.84,135.35,134.266,22584600,127.636,120.958,109.131,4.352,3.798,0.554,87.525,78.347,88.717,74.679,127.636,139.284,115.989,1.578,AAPL
2017-02-17,135.1,135.83,135.1,135.72,134.633,22198200,128.422,121.473,109.339,4.361,3.911,0.45,86.692,74.453,89.09,76.677,128.422,140.021,116.823,1.517,AAPL
2017-02-21,136.23,136.75,135.98,136.7,135.606,24507200,129.253,121.986,109.556,4.397,4.008,0.389,87.642,82.096,90.03,78.539,129.253,140.717,117.79,1.482,AAPL
2017-02-22,136.43,137.12,136.11,137.11,136.012,20836900,130.11,122.486,109.778,4.407,4.088,0.32,89.393,87.899,90.402,80.266,130.11,141.208,119.013,1.448,AAPL
2017-02-23,137.38,137.48,136.3,136.53,135.437,20788200,130.843,122.938,109.997,4.319,4.134,0.185,87.352,70.822,85.534,81.861,130.843,141.582,120.104,1.429,AAPL
2017-02-24,135.91,136.66,135.28,136.66,135.566,21776600,131.579,123.405,110.213,4.211,4.15,0.062,84.021,68.124,85.719,82.006,131.579,141.751,121.407,1.426,AAPL
2017-02-27,137.14,137.44,136.28,136.93,135.834,20257400,132.328,123.84,110.435,4.1,4.14,-0.039,81.539,70.416,86.118,81.454,132.328,141.688,122.968,1.407,AAPL
2017-02-28,137.08,137.44,136.7,136.99,135.893,23482900,133.096,124.276,110.668,3.971,4.106,-0.135,80.012,73.333,86.21,80.487,133.096,141.196,124.996,1.359,AAPL
2017-03-01,137.89,140.15,137.6,139.79,138.671,36414600,134.018,124.755,110.915,4.048,4.095,-0.046,80.733,79.121,89.657,79.804,134.018,140.531,127.505,1.488,AAPL
2017-03-02,140.0,140.28,138.76,138.96,137.847,26211000,134.528,125.215,111.14,3.997,4.075,-0.078,80.261,73.79,83.031,79.34,134.528,140.902,128.155,1.49,AAPL
2017-03-03,138.78,139.83,138.59,139.78,138.661,21108100,135.091,125.678,111.372,3.976,4.055,-0.079,80.855,76.308,84.268,78.83,135.091,141.217,128.965,1.472,AAPL
2017-03-06,139.37,139.77,138.6,139.34,138.224,21750000,135.604,126.126,111.595,3.879,4.02,-0.141,80.329,65.665,80.862,78.308,135.604,141.315,129.893,1.451,AAPL
2017-03-07,139.06,139.98,138.79,139.52,138.403,17446300,136.065,126.575,111.822,3.773,3.971,-0.197,79.13,66.079,81.196,77.845,136.065,141.45,130.681,1.433,AAPL
2017-03-08,138.95,139.8,138.82,139.0,137.887,18707200,136.439,127.029,112.041,3.606,3.898,-0.292,72.501,53.714,77.004,77.435,136.439,141.527,131.351,1.4,AAPL
2017-03-09,138.74,138.79,137.05,138.68,137.57,22155900,136.771,127.472,112.252,3.408,3.8,-0.391,67.68,54.353,74.457,74.858,136.771,141.505,132.037,1.44,AAPL
2017-03-10,139.25,139.36,138.64,139.14,138.026,19612800,137.107,127.91,112.458,3.251,3.69,-0.439,65.943,61.569,75.701,71.382,137.107,141.481,132.733,1.388,AAPL
2017-03-13,138.85,139.43,138.82,139.2,138.086,17421700,137.461,128.359,112.656,3.096,3.571,-0.475,65.997,71.158,75.866,67.515,137.461,141.241,133.681,1.333,AAPL
2017-03-14,139.3,139.65,138.84,138.99,137.877,15309100,137.746,128.804,112.849,2.923,3.442,-0.519,66.527,58.99,73.971,63.692,137.746,141.029,134.463,1.295,AAPL
2017-03-15,139.41,140.75,139.03,140.46,139.335,25691800,138.018,129.297,113.05,2.87,3.327,-0.457,69.61,67.652,78.096,60.657,138.018,141.251,134.785,1.328,AAPL
2017-03-16,140.72,141.02,140.26,140.69,139.564,19232000,138.277,129.787,113.254,2.815,3.225,-0.41,72.817,73.388,78.666,58.349,138.277,141.494,135.06,1.288,AAPL
2017-03-17,141.0,141.0,139.89,139.99,138.869,43885000,138.509,130.267,113.462,2.684,3.117,-0.433,72.06,65.006,72.487,56.084,138.509,141.498,135.52,1.275,AAPL
2017-03-20,140.4,141.5,140.23,141.46,140.327,21542000,138.796,130.764,113.68,2.668,3.027,-0.359,74.662,75.843,76.637,54.219,138.796,141.76,135.832,1.292,AAPL
2017-03-21,142.11,142.8,139.73,139.84,138.72,39529900,138.953,131.202,113.89,2.496,2.921,-0.425,69.909,51.756,65.001,53.224,138.953,141.779,136.127,1.419,AAPL
2017-03-22,139.85,141.6,139.76,141.42,140.288,25860200,139.169,131.651,114.104,2.458,2.828,-0.37,66.146,52.854,69.815,52.808,139.169,142.059,136.278,1.449,AAPL
2017-03-23,141.26,141.58,140.61,140.92,139.792,20346300,139.388,132.087,114.313,2.361,2.735,-0.374,61.431,48.157,66.689,52.769,139.388,142.096,136.68,1.415,AAPL
2017-03-24,141.5,141.74,140.35,140.64,139.514,22395600,139.587,132.505,114.522,2.236,2.635,-0.399,55.803,46.919,64.935,52.525,139.587,142.022,137.152,1.413,AAPL
2017-03-27,139.39,141.22,138.62,140.88,139.752,23575100,139.785,132.938,114.728,2.131,2.534,-0.403,53.109,55.425,65.766,50.789,139.785,141.937,137.632,1.498,AAPL
2017-03-28,140.91,144.04,140.62,143.8,142.649,33374800,140.125,133.433,114.953,2.258,2.479,-0.221,56.63,68.807,73.877,49.193,140.125,142.553,137.697,1.635,AAPL
2017-03-29,143.68,144.49,143.19,144.12,142.966,29190000,140.342,133.915,115.187,2.357,2.455,-0.098,62.313,77.104,74.587,47.901,140.342,143.347,137.336,1.611,AAPL
2017-03-30,144.19,144.5,143.5,143.93,142.778,21207300,140.59,134.394,115.419,2.393,2.442,-0.05,67.949,79.839,73.312,46.85,140.59,143.919,137.261,1.568,AAPL
2017-03-31,143.72,144.27,143.01,143.66,142.51,19661700,140.784,134.872,115.652,2.372,2.428,-0.056,72.428,67.767,71.443,45.52,140.784,144.358,137.21,1.546,AAPL
2017-04-03,143.71,144.12,143.05,143.7,142.55,19985700,141.002,135.346,115.882,2.332,2.409,-0.077,75.191,60.615,71.559,44.062,141.002,144.733,137.271,1.512,AAPL
2017-04-04,143.25,144.89,143.17,144.77,143.611,19891400,141.265,135.839,116.13,2.359,2.399,-0.04,78.467,71.615,74.531,42.995,141.265,145.284,137.245,1.526,AAPL
2017-04-05,144.22,145.46,143.81,144.02,142.867,27717900,141.516,136.32,116.374,2.293,2.378,-0.084,75.784,61.16,69.081,42.473,141.516,145.567,137.464,1.535,AAPL
2017-04-06,144.29,144.52,143.45,143.66,142.51,21149000,141.765,136.756,116.613,2.187,2.34,-0.152,69.12,47.906,66.565,41.881,141.765,145.692,137.837,1.502,AAPL
2017-04-07,143.73,144.18,143.27,143.34,142.192,16672200,141.975,137.184,116.852,2.054,2.283,-0.229,59.815,33.003,64.323,41.051,141.975,145.758,138.191,1.46,AAPL
2017-04-10,143.6,143.88,142.9,143.17,142.024,18933400,142.173,137.608,117.087,1.912,2.208,-0.296,50.205,27.557,63.107,39.657,142.173,145.755,138.591,1.426,AAPL
2017-04-11,142.94,143.35,140.06,141.63,140.496,30379400,142.305,138.008,117.328,1.657,2.098,-0.441,43.586,31.074,53.278,38.694,142.305,145.574,139.036,1.559,AAPL
2017-04-12,141.6,142.15,141.01,141.8,140.665,20350000,142.372,138.417,117.577,1.451,1.969,-0.518,40.136,35.899,54.127,38.036,142.372,145.535,139.209,1.529,AAPL
2017-04-13,141.91,142.38,141.05,141.05,139.921,17822900,142.39,138.663,117.814,1.214,1.818,-0.604,36.813,33.963,49.824,37.36,142.39,145.516,139.264,1.515,AAPL
2017-04-17,141.48,141.88,140.87,141.83,140.694,16582100,142.482,138.929,118.052,1.076,1.669,-0.593,36.394,43.834,53.927,36.798,142.482,145.413,139.551,1.479,AAPL
2017-04-18,141.41,142.04,141.11,141.2,140.07,14697500,142.469,139.172,118.28,0.906,1.517,-0.611,36.015,36.508,50.346,36.136,142.469,145.421,139.517,1.439,AAPL
2017-04-19,141.88,142.0,140.45,140.68,139.554,17328400,142.511,139.38,118.504,0.721,1.357,-0.637,33.168,29.16,47.54,35.848,142.511,145.326,139.696,1.447,AAPL
2017-04-20,141.22,142.92,141.16,142.44,141.3,23319600,142.562,139.598,118.741,0.708,1.227,-0.52,37.17,46.296,56.398,34.778,142.562,145.331,139.793,1.504,AAPL
2017-04-21,142.44,142.68,141.85,142.27,141.131,17320900,142.63,139.802,118.974,0.676,1.117,-0.441,43.005,55.425,55.424,33.258,142.63,145.294,139.965,1.456,AAPL
2017-04-24,143.5,143.95,143.18,143.64,142.49,17134300,142.78,140.027,119.213,0.752,1.044,-0.292,50.947,66.58,61.231,31.816,142.78,145.306,140.253,1.472,AAPL
2017-04-25,143.91,144.9,143.87,144.53,143.373,18871500,142.962,140.275,119.452,0.875,1.01,-0.135,59.004,73.676,64.47,31.026,142.962,145.438,140.486,1.457,AAPL
2017-04-26,144.47,144.6,143.38,143.68,142.53,20041200,142.956,140.483,119.686,0.893,0.987,-0.094,63.515,58.807,59.369,30.177,142.956,145.424,140.488,1.44,AAPL
2017-04-27,143.92,144.16,143.31,143.79,142.639,14246300,142.939,140.658,119.918,0.906,0.971,-0.065,65.53,49.268,59.812,29.252,142.939,145.379,140.5,1.398,AAPL
2017-04-28,144.09,144.3,143.27,143.65,142.5,20860400,142.925,140.821,120.151,0.895,0.956,-0.061,62.181,42.369,58.931,28.417,142.925,145.344,140.507,1.371,AAPL
2017-05-01,145.1,147.2,144.96,146.58,145.406,33602900,143.071,141.046,120.39,1.109,0.986,0.123,63.142,56.32,69.166,28.972,143.071,145.98,140.163,1.527,AAPL
2017-05-02,147.54,148.09,146.84,147.51,146.329,45352200,143.262,141.281,120.634,1.339,1.057,0.282,66.327,66.869,71.587,30.587,143.262,146.779,139.745,1.526,AAPL
2017-05-03,145.59,147.49,144.27,147.06,145.883,45697000,143.376,141.489,120.87,1.468,1.139,0.329,69.11,68.925,68.773,30.917,143.376,147.233,139.52,1.648,AAPL
2017-05-04,146.52,147.14,145.81,146.53,145.357,23371900,143.502,141.677,121.104,1.51,1.213,0.296,70.183,65.671,65.508,30.433,143.502,147.602,139.402,1.625,AAPL
2017-05-05,146.76,148.98,146.76,148.96,147.767,27327700,143.767,141.926,121.349,1.719,1.314,0.405,73.925,76.972,72.058,30.198,143.767,148.54,138.994,1.684,AAPL
2017-05-08,149.03,153.7,149.03,153.01,151.785,48752400,144.25,142.253,121.616,2.187,1.489,0.698,77.673,81.733,79.161,31.117,144.25,150.555,137.946,1.903,AAPL
2017-05-09,153.87,154.88,153.45,153.99,152.757,39130400,144.791,142.594,121.893,2.606,1.712,0.894,80.887,84.169,80.456,32.876,144.791,152.423,137.16,1.9,AAPL
2017-05-10,153.63,153.94,152.11,153.26,152.033,25805700,145.373,142.919,122.173,2.847,1.939,0.908,82.455,80.215,76.637,34.384,145.373,153.728,137.018,1.899,AAPL
2017-05-11,152.45,154.07,152.31,153.95,153.348,27255100,145.98,143.202,122.459,3.058,2.163,0.895,83.829,75.619,77.714,35.706,145.98,154.983,136.978,1.889,AAPL
2017-05-12,154.7,156.42,154.67,156.1,155.489,32527000,146.733,143.545,122.725,3.361,2.403,0.958,85.755,81.271,80.699,37.296,146.733,156.485,136.981,1.93,AAPL
2017-05-15,156.01,156.65,155.05,155.7,155.091,26009700,147.426,143.864,122.982,3.527,2.627,0.9,85.869,80.217,78.59,39.033,147.426,157.671,137.182,1.907,AAPL
2017-05-16,155.94,156.06,154.72,155.47,154.862,20048500,148.14,144.186,123.238,3.599,2.822,0.777,84.602,66.946,77.338,40.583,148.14,158.545,137.735,1.866,AAPL
2017-05-17,153.6,154.57,149.71,150.25,149.662,50767700,148.618,144.401,123.459,3.198,2.897,0.301,75.503,47.225,55.667,40.427,148.618,158.443,138.794,2.144,AAPL
2017-05-18,151.27,153.34,151.13,152.54,151.943,33568200,149.123,144.672,123.699,3.03,2.924,0.106,67.601,46.339,60.85,39.212,149.123,158.645,139.602,2.212,AAPL
2017-05-19,153.38,153.98,152.63,153.06,152.461,26960800,149.663,144.959,123.936,2.905,2.92,-0.015,61.941,53.869,61.938,37.128,149.663,158.762,140.564,2.157,AAPL
2017-05-22,154.0,154.58,152.91,153.99,153.388,22966400,150.18,145.256,124.176,2.849,2.906,-0.057,60.032,63.546,63.872,34.659,150.18,159.011,141.35,2.122,AAPL
2017-05-23,154.9,154.9,153.31,153.8,153.198,19918900,150.644,145.548,124.408,2.757,2.876,-0.119,61.27,59.544,63.166,32.17,150.644,159.194,142.094,2.084,AAPL
2017-05-24,153.84,154.17,152.67,153.34,152.74,19178000,151.127,145.835,124.633,2.617,2.824,-0.207,61.525,49.711,61.396,29.488,151.127,159.092,143.162,2.042,AAPL
2017-05-25,153.73,154.35,153.03,153.87,153.268,19235600,151.631,146.103,124.858,2.519,2.763,-0.244,60.872,51.078,62.693,26.828,151.631,158.886,144.376,1.991,AAPL
2017-05-26,154.0,154.24,153.31,153.61,153.009,21701100,152.129,146.362,125.086,2.394,2.689,-0.296,58.502,52.703,61.6,24.277,152.129,158.374,145.884,1.915,AAPL
2017-05-30,153.42,154.43,153.33,153.67,153.069,20126900,152.483,146.635,125.315,2.273,2.606,-0.333,55.931,50.373,61.765,22.007,152.483,158.183,146.784,1.857,AAPL
2017-05-31,153.97,154.17,152.38,152.76,152.162,24451200,152.746,146.861,125.538,2.079,2.501,-0.421,50.633,39.761,57.698,20.241,152.746,157.943,147.549,1.852,AAPL
2017-06-01,153.17,153.33,152.22,153.18,152.581,16404100,153.052,147.128,125.756,1.938,2.388,-0.45,47.479,40.987,59.039,18.951,153.052,157.507,148.597,1.799,AAPL
2017-06-02,153.58,155.45,152.89,155.45,154.842,27770700,153.498,147.409,125.986,1.986,2.308,-0.322,51.913,60.658,65.418,18.267,153.498,156.854,150.142,1.853,AAPL
2017-06-05,154.34,154.45,153.46,153.93,153.328,25331700,153.746,147.669,126.21,1.879,2.222,-0.342,53.998,58.086,58.813,17.985,153.746,156.336,151.157,1.863,AAPL
2017-06-06,153.9,155.81,153.78,154.45,153.846,26624900,153.818,147.945,126.437,1.816,2.141,-0.325,55.827,56.532,60.29,18.568,153.818,156.402,151.235,1.875,AAPL
2017-06-07,155.02,155.98,154.48,155.37,154.762,21069600,153.887,148.235,126.667,1.819,2.077,-0.257,59.745,62.952,62.83,19.737,153.887,156.562,151.213,1.85,AAPL
2017-06-08,155.25,155.54,154.4,154.99,154.384,21250800,153.974,148.459,126.899,1.771,2.015,-0.244,62.399,60.302,61.092,21.147,153.974,156.675,151.273,1.8,AAPL
2017-06-09,155.19,155.19,146.02,148.98,148.397,64882700,153.725,148.556,127.1,1.233,1.859,-0.626,59.948,50.107,41.526,23.172,153.725,157.231,150.22,2.326,AAPL
2017-06-12,145.74,146.09,142.51,145.42,144.851,72307300,153.191,148.586,127.287,0.514,1.59,-1.076,54.598,40.849,34.481,25.913,153.191,158.133,148.25,2.622,AAPL
2017-06-13,147.16,147.45,145.15,146.59,146.017,34165400,152.736,148.644,127.482,0.038,1.28,-1.242,49.519,37.958,38.193,28.43,152.736,158.339,147.133,2.599,AAPL
2017-06-14,147.5,147.5,143.84,145.16,144.592,31531200,152.22,148.674,127.673,-0.45,0.934,-1.383,44.02,43.008,35.543,30.898,152.22,158.607,145.834,2.675,AAPL
2017-06-15,143.32,144.48,142.21,144.29,143.726,32165400,151.922,148.664,127.86,-0.896,0.568,-1.464,38.465,41.778,33.997,33.452,151.922,159.191,144.654,2.695,AAPL
2017-06-16,143.78,144.5,142.2,142.27,141.714,50361100,151.409,148.629,128.042,-1.396,0.175,-1.571,31.869,28.292,30.663,35.958,151.409,159.851,142.967,2.666,AAPL
2017-06-19,143.66,146.74,143.66,146.34,145.768,32541400,151.073,148.683,128.243,-1.448,-0.15,-1.298,34.076,49.258,42.828,37.301,151.073,159.769,142.377,2.795,AAPL
2017-06-20,146.87,146.87,144.94,145.01,144.443,24900100,150.624,148.716,128.434,-1.578,-0.435,-1.143,37.161,52.896,40.338,37.813,150.624,159.608,141.639,2.733,AAPL
2017-06-21,145.52,146.07,144.61,145.87,145.299,21265800,150.227,148.77,128.625,-1.593,-0.667,-0.926,43.135,58.213,42.66,37.875,150.227,159.321,141.134,2.642,AAPL
2017-06-22,145.77,146.7,145.12,145.63,145.06,19106300,149.842,148.85,128.815,-1.606,-0.855,-0.751,49.159,53.853,42.167,37.326,149.842,159.033,140.651,2.567,AAPL
2017-06-23,145.13,147.16,145.11,146.28,145.708,35439400,149.462,148.94,129.004,-1.546,-0.993,-0.553,54.691,57.732,44.053,36.171,149.462,158.58,140.345,2.53,AAPL
2017-06-26,147.17,148.28,145.38,145.82,145.25,25692400,149.073,149.035,129.206,-1.518,-1.098,-0.42,54.736,45.954,42.984,34.192,149.073,158.11,140.036,2.556,AAPL
2017-06-27,145.01,146.16,143.62,143.73,143.168,24761900,148.576,149.073,129.409,-1.646,-1.208,-0.438,48.937,31.423,38.424,32.413,148.576,157.641,139.511,2.555,AAPL
2017-06-28,144.49,146.11,143.16,145.83,145.26,22082400,148.229,149.166,129.611,-1.559,-1.278,-0.281,46.716,38.331,44.765,30.984,148.229,157.15,139.309,2.583,AAPL
2017-06-29,144.71,145.13,142.28,143.68,143.118,31499400,147.754,149.226,129.789,-1.645,-1.351,-0.294,43.131,37.582,40.201,30.127,147.754,156.576,138.933,2.652,AAPL
2017-06-30,144.45,144.96,143.78,144.02,143.457,23024100,147.183,149.257,129.951,-1.667,-1.414,-0.252,39.968,40.198,41.221,29.659,147.183,155.363,139.003,2.554,AAPL
2017-07-03,144.88,145.3,143.1,143.5,142.939,14258300,146.661,149.282,130.09,-1.706,-1.473,-0.233,37.615,40.264,40.094,29.697,146.661,154.346,138.977,2.529,AAPL
2017-07-05,143.69,144.79,142.72,144.09,143.526,21569600,146.143,149.291,130.236,-1.671,-1.512,-0.158,37.64,44.543,42.031,30.186,146.143,152.965,139.322,2.496,AAPL
2017-07-06,143.02,143.5,142.41,142.73,142.172,24128800,145.511,149.255,130.382,-1.732,-1.556,-0.176,35.125,33.386,38.908,31.052,145.511,150.933,140.09,2.438,AAPL
2017-07-07,142.9,144.75,142.9,144.18,143.616,19201700,144.971,149.265,130.535,-1.645,-1.574,-0.071,36.909,47.047,43.71,31.061,144.971,148.072,141.87,2.408,AAPL
2017-07-10,144.11,145.95,143.37,145.06,144.493,21090600,144.775,149.29,130.693,-1.488,-1.557,0.069,41.919,56.318,46.461,30.144,144.775,147.239,142.311,2.42,AAPL
2017-07-11,144.73,145.85,144.38,145.53,144.961,19781800,144.78,149.328,130.847,-1.31,-1.507,0.197,49.281,66.288,47.924,28.68,144.78,147.251,142.31,2.352,AAPL
2017-07-12,145.87,146.18,144.82,145.74,145.17,24884500,144.738,149.311,131.012,-1.139,-1.434,0.295,56.891,72.306,48.6,27.141,144.738,147.105,142.371,2.282,AAPL
2017-07-13,145.5,148.49,145.44,147.77,147.192,25199400,144.868,149.316,131.187,-0.83,-1.313,0.483,63.633,75.698,54.72,26.681,144.868,147.594,142.143,2.336,AAPL
2017-07-14,147.97,149.33,147.33,149.04,148.457,20132100,145.106,149.356,131.366,-0.478,-1.146,0.668,70.129,81.655,58.083,27.171,145.106,148.39,141.822,2.312,AAPL
2017-07-17,148.82,150.9,148.57,149.56,148.975,23793500,145.47,149.416,131.544,-0.154,-0.948,0.793,74.051,79.589,59.412,28.628,145.47,149.035,141.906,2.314,AAPL
2017-07-18,149.2,150.13,148.67,150.08,149.493,17868800,145.657,149.439,131.734,0.142,-0.73,0.872,77.18,78.737,60.752,30.636,145.657,149.765,141.55,2.253,AAPL
2017-07-19,150.48,151.42,149.95,151.02,150.429,20923000,145.958,149.399,131.924,0.448,-0.494,0.942,80.362,81.146,63.123,33.189,145.958,150.697,141.219,2.197,AAPL
2017-07-20,151.5,151.74,150.19,150.34,149.752,17243700,146.181,149.326,132.113,0.628,-0.27,0.898,80.431,72.23,60.286,36.051,146.181,151.309,141.054,2.151,AAPL
2017-07-21,149.99,150.44,148.88,150.27,149.682,26252600,146.413,149.266,132.299,0.756,-0.065,0.821,77.484,64.354,59.987,37.837,146.413,151.847,140.98,2.108,AAPL
2017-07-24,150.58,152.44,149.9,152.09,151.495,21493200,146.704,149.229,132.494,0.993,0.147,0.846,77.644,72.959,64.864,39.468,146.704,152.699,140.709,2.139,AAPL
2017-07-25,151.8,153.84,151.8,152.74,152.143,18853900,147.05,149.162,132.689,1.22,0.362,0.858,77.735,74.58,66.437,41.235,147.05,153.603,140.497,2.132,AAPL
2017-07-26,153.35,153.93,153.06,153.46,152.86,15781000,147.536,149.117,132.886,1.441,0.577,0.863,79.215,79.166,68.139,43.041,147.536,154.485,140.588,2.065,AAPL
2017-07-27,153.75,153.99,147.3,150.56,149.971,32476300,147.773,149.019,133.058,1.366,0.735,0.631,76.486,69.02,55.854,43.217,147.773,154.798,140.748,2.395,AAPL
2017-07-28,149.89,150.23,149.19,149.5,148.915,17213700,148.064,149.004,133.224,1.207,0.83,0.378,70.428,56.975,52.153,42.366,148.064,154.854,141.274,2.322,AAPL
2017-07-31,149.9,150.33,148.13,148.73,148.148,19845900,148.299,148.928,133.381,1.008,0.865,0.143,62.286,45.108,49.582,41.219,148.299,154.82,141.779,2.313,AAPL
2017-08-01,149.1,150.22,148.41,150.05,149.463,35368600,148.627,148.867,133.547,0.945,0.881,0.064,56.313,59.163,53.787,39.927,148.627,154.78,142.474,2.277,AAPL
2017-08-02,159.28,159.75,156.16,157.14,156.525,69936800,149.279,148.93,133.744,1.451,0.995,0.456,56.184,65.288,68.826,39.288,149.279,156.134,142.425,2.807,AAPL
2017-08-03,157.05,157.21,155.02,155.57,154.961,27097300,149.922,148.966,133.934,1.706,1.137,0.568,56.998,64.572,63.869,38.709,149.922,156.596,143.247,2.763,AAPL
2017-08-04,156.07,157.4,155.69,156.39,155.778,20559900,150.532,149.027,134.129,1.951,1.3,0.651,58.925,52.703,65.276,38.222,150.532,157.229,143.835,2.697,AAPL
2017-08-07,157.06,158.92,156.67,158.81,158.189,21870300,151.22,149.126,134.337,2.314,1.503,0.811,63.424,67.528,69.099,38.066,151.22,158.36,144.079,2.685,AAPL
2017-08-08,158.6,161.83,158.27,160.08,159.454,36205900,151.947,149.255,134.552,2.674,1.737,0.937,66.632,68.852,70.91,38.528,151.947,159.594,144.3,2.747,AAPL
2017-08-09,159.26,161.27,159.11,161.06,160.43,26131500,152.713,149.403,134.775,3.003,1.99,1.013,70.51,74.26,72.26,39.361,152.713,160.798,144.628,2.705,AAPL
2017-08-10,159.9,160.0,154.63,155.32,155.32,40804300,153.091,149.454,134.963,2.769,2.146,0.623,65.463,52.701,55.893,38.814,153.091,160.905,145.276,2.971,AAPL
2017-08-11,156.6,158.57,156.07,157.48,157.48,26257100,153.513,149.54,135.159,2.726,2.262,0.464,60.345,49.441,59.602,37.426,153.513,161.317,145.708,2.991,AAPL
2017-08-14,159.32,160.21,158.75,159.85,159.85,22028200,154.027,149.628,135.38,2.851,2.38,0.471,59.421,64.144,63.252,35.958,154.027,162.087,145.967,2.973,AAPL
2017-08-15,160.66,162.2,160.14,161.6,161.6,29465500,154.603,149.781,135.616,3.055,2.515,0.541,62.638,72.833,65.716,34.91,154.603,163.11,146.096,2.928,AAPL
2017-08-16,161.94,162.51,160.15,160.95,160.95,27671600,155.1,149.911,135.852,3.129,2.638,0.491,66.02,68.059,63.999,34.223,155.1,163.88,146.319,2.888,AAPL
2017-08-17,160.52,160.71,157.84,157.86,157.86,27940600,155.476,149.961,136.074,2.905,2.691,0.214,63.275,45.515,56.452,32.92,155.476,164.04,146.911,2.903,AAPL
2017-08-18,157.86,159.5,156.72,157.5,157.5,27428100,155.837,150.011,136.304,2.667,2.686,-0.019,56.522,34.834,55.629,30.942,155.837,164.08,147.594,2.895,AAPL
