date,open,high,low,close,adj close,volume,9 sma,20 sma,50 sma,macd_12_26,macdsign_12_26,macddiff_12_26,stocastic_kdjd_5,stocastic_kdjk_3,rsi_rsi_14,adx_adx_15_ema,bbands_boll,bbands_boll_ub,bbands_boll_lb,atr_atr,stock_name,SKDT,SKDB,SOBZE,SOBZX,SOSZE,SOSZX
2016-12-27,116.52,117.8,116.49,117.26,115.819,18296900,116.411,113.686,112.88,1.5030000000000001,1.137,0.366,67.834,62.583999999999996,67.579,41.998999999999995,113.686,119.565,107.807,1.577,AAPL,False,False,False,False,False,False
2016-12-28,117.52,118.02,116.2,116.76,115.325,20905900,116.586,113.95100000000001,112.86399999999999,1.484,1.207,0.27699999999999997,64.983,57.772,64.104,41.746,113.95100000000001,119.885,108.01700000000001,1.595,AAPL,False,False,False,False,False,False
2016-12-29,116.45,117.11,116.4,116.73,115.296,15039500,116.68700000000001,114.262,112.85,1.45,1.255,0.19399999999999998,61.708999999999996,48.222,63.891000000000005,41.32,114.262,120.089,108.434,1.531,AAPL,False,False,False,False,False,False
2016-12-30,116.65,117.2,115.43,115.82,114.397,30586300,116.67,114.57799999999999,112.824,1.334,1.271,0.063,55.07,37.167,57.653,39.727,114.57799999999999,119.98700000000001,109.169,1.548,AAPL,False,False,False,False,False,False
2017-01-03,115.8,116.33,114.76,116.15,114.723,28781900,116.616,114.891,112.805,1.254,1.268,-0.013000000000000001,50.738,43.766999999999996,59.208,37.727,114.891,119.866,109.915,1.55,AAPL,False,False,False,False,False,False
2017-01-04,115.85,116.51,115.75,116.02,114.594,21118100,116.512,115.236,112.794,1.167,1.248,-0.08,47.47,46.391000000000005,58.3,35.366,115.236,119.41799999999999,111.054,1.493,AAPL,False,False,False,False,False,False
2017-01-05,115.92,116.86,115.81,116.61,115.177,22193600,116.462,115.569,112.773,1.133,1.225,-0.092,49.167,60.293,61.208999999999996,32.739000000000004,115.569,118.965,112.17299999999999,1.4609999999999999,AAPL,False,True,False,False,False,False
2017-01-06,116.78,118.16,116.47,117.91,116.461,31751900,116.64200000000001,115.913,112.766,1.196,1.219,-0.023,54.753,70.071,66.718,31.015,115.913,118.715,113.111,1.4780000000000002,AAPL,False,False,False,False,False,False
2017-01-09,117.95,119.43,117.94,118.99,117.52799999999999,33561900,116.917,116.257,112.834,1.318,1.239,0.079,61.216,75.995,70.47,30.514,116.257,118.771,113.742,1.4809999999999999,AAPL,False,False,False,False,False,False
2017-01-10,118.77,119.38,118.3,119.11,117.646,24462100,117.12200000000001,116.515,112.927,1.4080000000000001,1.272,0.135,67.431,80.393,70.86399999999999,30.796,116.515,119.09,113.939,1.452,AAPL,False,False,True,False,False,False
2017-01-11,118.74,119.93,118.6,119.75,118.27799999999999,27588600,117.454,116.837,113.04700000000001,1.5130000000000001,1.321,0.192,73.327,83.914,72.933,31.788,116.837,119.33200000000001,114.34200000000001,1.443,AAPL,False,False,False,False,False,False
2017-01-12,118.9,119.3,118.21,119.25,117.785,27086200,117.734,117.04,113.162,1.538,1.364,0.174,76.72800000000001,76.098,68.821,32.69,117.04,119.63,114.45,1.45,AAPL,True,False,False,True,False,False
2017-01-13,119.11,119.62,118.81,119.04,117.57700000000001,26111900,118.09200000000001,117.23299999999999,113.31299999999999,1.524,1.396,0.128,75.855,66.817,67.109,33.674,117.23299999999999,119.816,114.649,1.4040000000000001,AAPL,False,False,False,False,False,False
2017-01-17,118.34,120.24,118.22,120.0,118.525,34439800,118.52,117.44200000000001,113.48100000000001,1.5719999999999998,1.431,0.141,76.837,73.937,70.697,34.972,117.44200000000001,120.213,114.67,1.4480000000000002,AAPL,False,False,False,False,False,False
2017-01-18,120.0,120.5,119.71,119.99,118.516,23713000,118.961,117.64299999999999,113.684,1.591,1.463,0.128,77.372,75.169,70.61,36.534,117.64299999999999,120.545,114.74,1.401,AAPL,False,False,False,False,False,False
2017-01-19,119.4,120.09,119.37,119.78,118.30799999999999,25597300,119.31299999999999,117.8,113.90299999999999,1.571,1.485,0.086,76.631,72.919,68.711,37.689,117.8,120.811,114.788,1.3519999999999999,AAPL,False,False,False,False,False,False
2017-01-20,120.45,120.45,119.73,120.0,118.525,32597900,119.546,117.95200000000001,114.095,1.554,1.499,0.055999999999999994,76.461,67.197,69.633,38.76,117.95200000000001,121.089,114.815,1.307,AAPL,False,False,False,False,False,False
2017-01-23,120.0,120.81,119.77,120.08,118.604,22050200,119.667,118.103,114.275,1.53,1.505,0.025,75.87,61.233000000000004,69.979,39.938,118.103,121.348,114.85799999999999,1.288,AAPL,False,False,False,False,False,False
2017-01-24,119.55,120.1,119.5,119.97,118.49600000000001,23211000,119.762,118.287,114.45700000000001,1.485,1.501,-0.016,71.806,52.781000000000006,68.817,40.685,118.287,121.516,115.05799999999999,1.239,AAPL,False,False,False,False,False,False
2017-01-25,120.42,122.1,120.28,121.88,120.382,32377600,119.999,118.555,114.73899999999999,1.585,1.518,0.067,72.238,65.7,76.205,42.025,118.555,122.046,115.064,1.3019999999999998,AAPL,False,False,False,False,False,False
2017-01-26,121.67,122.44,121.6,121.94,120.44200000000001,26337600,120.29799999999999,118.789,115.009,1.65,1.544,0.106,73.624,71.465,76.39399999999999,43.78,118.789,122.53299999999999,115.045,1.2690000000000001,AAPL,False,False,False,False,False,False
