date,open,high,low,close,adj close,volume,9 sma,20 sma,50 sma,macd_12_26,macdsign_12_26,macddiff_12_26,stocastic_kdjd_5,stocastic_kdjk_3,rsi_rsi_14,adx_adx_15_ema,bbands_boll,bbands_boll_ub,bbands_boll_lb,atr_atr,stock_name,SKDT,SKDB,SOBZE,SOBZX,SOSZE,SOSZX
2017-01-27,122.14,122.35,121.6,121.95,120.45100000000001,20562900,120.62100000000001,119.04899999999999,115.334,1.683,1.5719999999999998,0.111,75.32,73.415,76.42699999999999,45.733999999999995,119.04899999999999,122.917,115.18,1.232,AAPL,False,False,False,False,False,False
2017-01-30,120.93,121.63,120.66,121.63,120.135,30377500,120.802,119.29299999999999,115.624,1.6640000000000001,1.591,0.07400000000000001,75.75399999999999,67.108,72.85,46.438,119.29299999999999,123.165,115.42200000000001,1.236,AAPL,False,False,False,False,False,False
2017-01-31,121.15,121.39,120.62,121.35,119.859,49201000,120.95299999999999,119.57,115.851,1.608,1.594,0.013999999999999999,73.03399999999999,58.803999999999995,69.77199999999999,46.287,119.57,123.178,115.962,1.22,AAPL,False,False,False,False,False,False
2017-02-01,127.03,130.49,127.01,128.75,127.16799999999999,111985000,121.95,120.2,116.227,2.136,1.702,0.433,72.863,66.66,86.275,47.446999999999996,120.2,125.36,115.04,1.787,AAPL,False,False,False,False,False,False
2017-02-02,127.98,129.39,127.78,128.53,126.95100000000001,33710400,122.898,120.825,116.59700000000001,2.5069999999999997,1.8630000000000002,0.644,73.595,71.154,84.79299999999999,49.386,120.825,126.818,114.833,1.774,AAPL,False,False,False,False,False,False
2017-02-03,128.31,129.19,128.16,129.08,127.494,24507300,123.898,121.449,116.944,2.813,2.053,0.76,75.267,67.263,85.465,51.74100000000001,121.449,128.148,114.75,1.7209999999999999,AAPL,False,False,False,False,False,False
2017-02-06,129.13,130.5,128.9,130.29,128.689,26845900,125.044,122.068,117.31299999999999,3.1180000000000003,2.266,0.851,78.52199999999999,75.602,86.84299999999999,54.36600000000001,122.068,129.623,114.51299999999999,1.712,AAPL,False,False,False,False,False,False
2017-02-07,130.54,132.09,130.45,131.53,129.914,38183800,126.117,122.695,117.719,3.4189999999999996,2.497,0.922,81.131,78.985,88.089,57.159,122.695,131.196,114.193,1.7180000000000002,AAPL,False,False,False,False,False,False
2017-02-08,131.35,132.22,131.22,132.04,130.417,23004100,127.23899999999999,123.34100000000001,118.124,3.657,2.7289999999999996,0.9279999999999999,83.936,84.18299999999999,88.569,59.964,123.34100000000001,132.626,114.057,1.6669999999999998,AAPL,False,True,True,False,False,False
2017-02-09,131.65,132.45,131.12,132.42,131.36,28349900,128.40200000000002,123.975,118.541,3.833,2.95,0.883,86.89,88.955,88.927,62.691,123.975,133.93200000000002,114.01799999999999,1.643,AAPL,False,False,False,False,False,False
2017-02-10,132.46,132.94,132.05,132.12,131.062,20065500,129.56799999999998,124.618,118.955,3.9019999999999997,3.14,0.762,87.404,77.618,86.62200000000001,65.303,124.618,134.946,114.291,1.589,AAPL,True,False,False,True,False,False
2017-02-13,133.08,133.82,132.75,133.29,132.22299999999998,23035400,130.894,125.331,119.41,4.006,3.313,0.6920000000000001,87.285,78.536,87.935,67.804,125.331,135.999,114.663,1.597,AAPL,False,False,False,False,False,False
2017-02-14,133.47,135.09,133.25,135.02,133.939,33226200,131.591,126.08200000000001,119.921,4.178999999999999,3.486,0.6920000000000001,88.449,84.92299999999999,89.566,70.209,126.08200000000001,137.27200000000002,114.89200000000001,1.614,AAPL,False,False,True,False,False,False
2017-02-15,135.52,136.27,134.62,135.51,134.425,35623100,132.36700000000002,126.85799999999999,120.43299999999999,4.306,3.65,0.6559999999999999,88.61,82.75200000000001,89.979,72.516,126.85799999999999,138.415,115.301,1.617,AAPL,False,False,False,False,False,False
