date,close,date,high,low,open,volume
2016-06-01T13:40:00+0530,220.73,2016-06-01T13:40:00+0530,220.86,220.5,220.86,42419
2016-06-01T13:45:00+0530,220.77,2016-06-01T13:45:00+0530,220.82,220.55,220.64,47863
2016-06-01T13:50:00+0530,220.27,2016-06-01T13:50:00+0530,220.82,220.27,220.77,65609
2016-06-01T13:55:00+0530,220.14,2016-06-01T13:55:00+0530,220.55,220.09,220.27,54920
2016-06-01T14:00:00+0530,220.55,2016-06-01T14:00:00+0530,220.73,220.09,220.14,73217
2016-06-01T14:05:00+0530,220.09,2016-06-01T14:05:00+0530,220.59,219.95,220.55,301527
2016-06-01T14:10:00+0530,220.18,2016-06-01T14:10:00+0530,220.5,219.95,220.09,181558
2016-06-01T14:15:00+0530,219.77,2016-06-01T14:15:00+0530,220.18,219.45,220.18,165215
2016-06-01T14:20:00+0530,220.59,2016-06-01T14:20:00+0530,220.73,219.59,219.77,187237
2016-06-01T14:25:00+0530,220.32,2016-06-01T14:25:00+0530,220.73,219.91,220.59,91579
2016-06-01T14:30:00+0530,218.64,2016-06-01T14:30:00+0530,220.5,218.64,220.23,325968
2016-06-01T14:35:00+0530,219.14,2016-06-01T14:35:00+0530,219.32,218.55,218.64,290441
2016-06-01T14:40:00+0530,218.91,2016-06-01T14:40:00+0530,219.23,218.64,219.14,108580
2016-06-01T14:45:00+0530,219.36,2016-06-01T14:45:00+0530,219.45,218.91,218.91,154430
2016-06-01T14:50:00+0530,219.32,2016-06-01T14:50:00+0530,219.45,219.09,219.27,118780
2016-06-01T14:55:00+0530,219.0,2016-06-01T14:55:00+0530,219.41,218.73,219.32,117312
2016-06-01T15:00:00+0530,217.91,2016-06-01T15:00:00+0530,219.0,217.59,218.95,409187
2016-06-01T15:05:00+0530,218.18,2016-06-01T15:05:00+0530,218.32,217.45,217.82,389568
2016-06-01T15:10:00+0530,218.18,2016-06-01T15:10:00+0530,218.59,218.0,218.18,550560
2016-06-01T15:15:00+0530,218.32,2016-06-01T15:15:00+0530,218.5,218.05,218.18,526115
2016-06-01T15:20:00+0530,218.18,2016-06-01T15:20:00+0530,218.41,218.09,218.32,504545
2016-06-01T15:25:00+0530,218.55,2016-06-01T15:25:00+0530,218.77,218.18,218.18,527009
2016-06-02T09:15:00+0530,216.55,2016-06-02T09:15:00+0530,217.73,216.5,217.45,390968
2016-06-02T09:20:00+0530,217.14,2016-06-02T09:20:00+0530,217.18,216.14,216.45,432253
2016-06-02T09:25:00+0530,217.27,2016-06-02T09:25:00+0530,217.27,216.91,217.05,117561
2016-06-02T09:30:00+0530,217.86,2016-06-02T09:30:00+0530,218.0,217.14,217.23,145621
2016-06-02T09:35:00+0530,217.59,2016-06-02T09:35:00+0530,217.95,217.18,217.95,141983
2016-06-02T09:40:00+0530,217.27,2016-06-02T09:40:00+0530,218.0,217.18,217.55,147222
2016-06-02T09:45:00+0530,217.55,2016-06-02T09:45:00+0530,217.91,216.95,217.27,208434
2016-06-02T09:50:00+0530,217.68,2016-06-02T09:50:00+0530,217.91,217.41,217.55,103494
2016-06-02T09:55:00+0530,217.5,2016-06-02T09:55:00+0530,217.77,217.5,217.55,99850
2016-06-02T10:00:00+0530,217.91,2016-06-02T10:00:00+0530,217.91,217.41,217.55,86955
2016-06-02T10:05:00+0530,218.32,2016-06-02T10:05:00+0530,218.55,217.86,217.91,331851
2016-06-02T10:10:00+0530,218.82,2016-06-02T10:10:00+0530,219.27,218.27,218.36,319828
2016-06-02T10:15:00+0530,218.73,2016-06-02T10:15:00+0530,218.86,218.36,218.86,149202
2016-06-02T10:20:00+0530,219.18,2016-06-02T10:20:00+0530,219.91,218.68,218.73,145486
2016-06-02T10:25:00+0530,219.18,2016-06-02T10:25:00+0530,219.55,219.0,219.18,124886
2016-06-02T10:30:00+0530,219.05,2016-06-02T10:30:00+0530,219.59,218.95,219.23,139898
2016-06-02T10:35:00+0530,219.36,2016-06-02T10:35:00+0530,219.41,218.91,219.0,88674
2016-06-02T10:40:00+0530,219.64,2016-06-02T10:40:00+0530,219.86,219.36,219.36,111622
2016-06-02T10:45:00+0530,219.32,2016-06-02T10:45:00+0530,219.68,219.09,219.64,105733
2016-06-02T10:50:00+0530,218.59,2016-06-02T10:50:00+0530,219.32,218.27,219.32,135850
2016-06-02T10:55:00+0530,218.82,2016-06-02T10:55:00+0530,219.05,218.55,218.59,92007
2016-06-02T11:00:00+0530,219.05,2016-06-02T11:00:00+0530,219.09,218.82,218.82,46888
2016-06-02T11:05:00+0530,219.27,2016-06-02T11:05:00+0530,219.27,218.73,219.05,84200
2016-06-02T11:10:00+0530,219.18,2016-06-02T11:10:00+0530,219.55,219.0,219.27,82552
2016-06-02T11:15:00+0530,219.32,2016-06-02T11:15:00+0530,219.64,219.0,219.18,92478
2016-06-02T11:20:00+0530,218.82,2016-06-02T11:20:00+0530,219.32,218.82,219.18,69619
2016-06-02T11:25:00+0530,218.91,2016-06-02T11:25:00+0530,218.95,218.55,218.82,123071
2016-06-02T11:30:00+0530,218.77,2016-06-02T11:30:00+0530,219.09,218.55,218.91,115881
2016-06-02T11:35:00+0530,218.77,2016-06-02T11:35:00+0530,219.09,218.73,218.82,74635
2016-06-02T11:40:00+0530,218.91,2016-06-02T11:40:00+0530,219.0,218.64,218.77,110519
2016-06-02T11:45:00+0530,219.09,2016-06-02T11:45:00+0530,219.32,218.77,218.86,167999
2016-06-02T11:50:00+0530,218.59,2016-06-02T11:50:00+0530,219.05,218.41,219.0,94228
2016-06-02T11:55:00+0530,218.64,2016-06-02T11:55:00+0530,218.77,218.55,218.73,113861
2016-06-02T12:00:00+0530,218.73,2016-06-02T12:00:00+0530,218.91,218.45,218.64,142665
2016-06-02T12:05:00+0530,218.77,2016-06-02T12:05:00+0530,219.05,218.59,218.73,155160
2016-06-02T12:10:00+0530,218.55,2016-06-02T12:10:00+0530,218.82,218.23,218.77,231064
2016-06-02T12:15:00+0530,218.64,2016-06-02T12:15:00+0530,219.09,218.55,218.59,108280
2016-06-02T12:20:00+0530,218.27,2016-06-02T12:20:00+0530,218.82,218.27,218.55,119215
2016-06-02T12:25:00+0530,217.64,2016-06-02T12:25:00+0530,218.55,217.55,218.32,226514
2016-06-02T12:30:00+0530,218.09,2016-06-02T12:30:00+0530,218.36,217.59,217.59,133796
2016-06-02T12:35:00+0530,218.36,2016-06-02T12:35:00+0530,218.55,217.73,218.09,142834
2016-06-02T12:40:00+0530,218.55,2016-06-02T12:40:00+0530,218.55,218.14,218.32,140005
2016-06-02T12:45:00+0530,219.0,2016-06-02T12:45:00+0530,219.09,218.55,218.55,188710
2016-06-02T12:50:00+0530,218.27,2016-06-02T12:50:00+0530,219.5,218.09,218.95,504973
2016-06-02T12:55:00+0530,218.23,2016-06-02T12:55:00+0530,218.64,218.05,218.27,269827
2016-06-02T13:00:00+0530,218.18,2016-06-02T13:00:00+0530,219.05,218.09,218.27,428277
2016-06-02T13:05:00+0530,218.18,2016-06-02T13:05:00+0530,218.32,218.14,218.23,178989
2016-06-02T13:10:00+0530,218.68,2016-06-02T13:10:00+0530,218.95,218.14,218.18,215353
2016-06-02T13:15:00+0530,218.23,2016-06-02T13:15:00+0530,218.73,218.14,218.68,154264
2016-06-02T13:20:00+0530,218.36,2016-06-02T13:20:00+0530,218.55,218.14,218.23,147236
2016-06-02T13:25:00+0530,218.41,2016-06-02T13:25:00+0530,218.55,218.27,218.36,119128
2016-06-02T13:30:00+0530,218.18,2016-06-02T13:30:00+0530,218.41,218.09,218.41,105792
2016-06-02T13:35:00+0530,218.32,2016-06-02T13:35:00+0530,218.36,218.09,218.18,104826
2016-06-02T13:40:00+0530,218.32,2016-06-02T13:40:00+0530,218.36,218.14,218.27,108559
2016-06-02T13:45:00+0530,218.18,2016-06-02T13:45:00+0530,218.36,218.14,218.32,120515
2016-06-02T13:50:00+0530,218.23,2016-06-02T13:50:00+0530,218.5,218.14,218.18,128548
2016-06-02T13:55:00+0530,218.64,2016-06-02T13:55:00+0530,218.73,218.14,218.23,141889
2016-06-02T14:00:00+0530,218.32,2016-06-02T14:00:00+0530,218.73,218.14,218.64,180446
2016-06-02T14:05:00+0530,218.77,2016-06-02T14:05:00+0530,219.18,218.45,218.5,349928
2016-06-02T14:10:00+0530,219.09,2016-06-02T14:10:00+0530,219.27,218.77,218.77,344947
2016-06-02T14:15:00+0530,218.64,2016-06-02T14:15:00+0530,219.09,218.55,219.09,200082
2016-06-02T14:20:00+0530,218.91,2016-06-02T14:20:00+0530,219.09,218.41,218.64,231107
2016-06-02T14:25:00+0530,218.73,2016-06-02T14:25:00+0530,219.09,218.73,218.91,210948
2016-06-02T14:30:00+0530,218.86,2016-06-02T14:30:00+0530,219.23,218.59,218.73,388982
2016-06-02T14:35:00+0530,220.05,2016-06-02T14:35:00+0530,220.18,218.86,218.86,471672
2016-06-02T14:40:00+0530,220.18,2016-06-02T14:40:00+0530,220.27,219.45,220.0,387217
2016-06-02T14:45:00+0530,219.73,2016-06-02T14:45:00+0530,220.23,219.59,220.18,299565
2016-06-02T14:50:00+0530,219.68,2016-06-02T14:50:00+0530,220.09,219.45,219.77,237510
2016-06-02T14:55:00+0530,219.82,2016-06-02T14:55:00+0530,219.95,219.64,219.68,208780
2016-06-02T15:00:00+0530,219.82,2016-06-02T15:00:00+0530,219.91,219.45,219.82,280675
2016-06-02T15:05:00+0530,219.68,2016-06-02T15:05:00+0530,219.91,219.36,219.77,672912
2016-06-02T15:10:00+0530,219.36,2016-06-02T15:10:00+0530,219.77,219.32,219.64,510677
2016-06-02T15:15:00+0530,218.95,2016-06-02T15:15:00+0530,219.5,218.82,219.32,511145
2016-06-02T15:20:00+0530,218.86,2016-06-02T15:20:00+0530,219.09,218.77,218.95,384691
2016-06-02T15:25:00+0530,219.05,2016-06-02T15:25:00+0530,219.14,218.86,218.86,346789
2016-06-03T09:15:00+0530,221.0,2016-06-03T09:15:00+0530,221.14,220.0,220.64,525216
2016-06-03T09:20:00+0530,220.73,2016-06-03T09:20:00+0530,221.23,220.55,221.05,339261
2016-06-03T09:25:00+0530,221.05,2016-06-03T09:25:00+0530,221.09,220.45,220.82,258923
2016-06-03T09:30:00+0530,221.59,2016-06-03T09:30:00+0530,221.73,220.95,221.0,340676
2016-06-03T09:35:00+0530,222.73,2016-06-03T09:35:00+0530,222.73,221.59,221.59,339471
2016-06-03T09:40:00+0530,223.09,2016-06-03T09:40:00+0530,223.55,222.27,222.59,656140
2016-06-03T09:45:00+0530,223.14,2016-06-03T09:45:00+0530,223.18,222.73,223.09,222921
2016-06-03T09:50:00+0530,222.45,2016-06-03T09:50:00+0530,223.14,222.41,223.14,274109
2016-06-03T09:55:00+0530,222.59,2016-06-03T09:55:00+0530,222.86,222.27,222.5,188585
2016-06-03T10:00:00+0530,222.68,2016-06-03T10:00:00+0530,222.77,222.55,222.59,191175
2016-06-03T10:05:00+0530,222.05,2016-06-03T10:05:00+0530,222.68,222.0,222.68,156270
2016-06-03T10:10:00+0530,222.5,2016-06-03T10:10:00+0530,222.55,221.95,222.0,141070
2016-06-03T10:15:00+0530,222.14,2016-06-03T10:15:00+0530,222.55,221.91,222.55,153410
2016-06-03T10:20:00+0530,222.32,2016-06-03T10:20:00+0530,222.36,222.0,222.14,125165
2016-06-03T10:25:00+0530,222.68,2016-06-03T10:25:00+0530,222.82,222.27,222.36,346943
2016-06-03T10:30:00+0530,222.73,2016-06-03T10:30:00+0530,222.73,222.55,222.68,158828
2016-06-03T10:35:00+0530,222.18,2016-06-03T10:35:00+0530,222.73,222.14,222.73,92376
2016-06-03T10:40:00+0530,222.32,2016-06-03T10:40:00+0530,222.45,222.18,222.18,54286
2016-06-03T10:45:00+0530,222.23,2016-06-03T10:45:00+0530,222.55,222.05,222.32,97802
2016-06-03T10:50:00+0530,222.05,2016-06-03T10:50:00+0530,222.23,221.86,222.23,281663
2016-06-03T10:55:00+0530,221.91,2016-06-03T10:55:00+0530,222.14,221.91,222.05,191571
2016-06-03T11:00:00+0530,222.73,2016-06-03T11:00:00+0530,222.77,221.91,221.91,463264
2016-06-03T11:05:00+0530,222.41,2016-06-03T11:05:00+0530,222.73,222.14,222.64,290256
2016-06-03T11:10:00+0530,221.95,2016-06-03T11:10:00+0530,222.41,221.91,222.41,172733
2016-06-03T11:15:00+0530,222.18,2016-06-03T11:15:00+0530,222.18,221.36,221.95,213788
2016-06-03T11:20:00+0530,222.59,2016-06-03T11:20:00+0530,222.64,222.09,222.14,134420
2016-06-03T11:25:00+0530,222.64,2016-06-03T11:25:00+0530,222.73,222.45,222.55,216272
2016-06-03T11:30:00+0530,222.82,2016-06-03T11:30:00+0530,222.91,222.59,222.64,354585
2016-06-03T11:35:00+0530,222.77,2016-06-03T11:35:00+0530,222.91,222.73,222.82,85136
2016-06-03T11:40:00+0530,223.14,2016-06-03T11:40:00+0530,223.14,222.68,222.77,153994
2016-06-03T11:45:00+0530,223.55,2016-06-03T11:45:00+0530,224.0,223.09,223.14,564212
2016-06-03T11:50:00+0530,223.36,2016-06-03T11:50:00+0530,223.64,223.18,223.5,152910
2016-06-03T11:55:00+0530,223.0,2016-06-03T11:55:00+0530,223.45,222.77,223.36,116610
2016-06-03T12:00:00+0530,223.09,2016-06-03T12:00:00+0530,223.18,222.82,222.91,82064
2016-06-03T12:05:00+0530,222.68,2016-06-03T12:05:00+0530,223.09,222.41,223.09,114859
2016-06-03T12:10:00+0530,222.55,2016-06-03T12:10:00+0530,223.05,222.5,222.73,73229
2016-06-03T12:15:00+0530,222.55,2016-06-03T12:15:00+0530,222.73,222.45,222.55,38996
2016-06-03T12:20:00+0530,222.68,2016-06-03T12:20:00+0530,222.77,222.55,222.55,107718
2016-06-03T12:25:00+0530,222.86,2016-06-03T12:25:00+0530,223.18,222.59,222.73,147477
2016-06-03T12:30:00+0530,222.73,2016-06-03T12:30:00+0530,222.95,222.64,222.73,59161
2016-06-03T12:35:00+0530,222.59,2016-06-03T12:35:00+0530,222.82,222.55,222.64,38072
2016-06-03T12:40:00+0530,222.64,2016-06-03T12:40:00+0530,222.82,222.55,222.55,79068
2016-06-03T12:45:00+0530,222.64,2016-06-03T12:45:00+0530,222.73,222.45,222.73,98249
2016-06-03T12:50:00+0530,222.73,2016-06-03T12:50:00+0530,222.86,222.55,222.55,161828
2016-06-03T12:55:00+0530,222.86,2016-06-03T12:55:00+0530,223.0,222.55,222.64,156399
2016-06-03T13:00:00+0530,222.64,2016-06-03T13:00:00+0530,223.0,222.59,222.86,167124
2016-06-03T13:05:00+0530,222.73,2016-06-03T13:05:00+0530,222.73,222.55,222.64,76069
2016-06-03T13:10:00+0530,222.73,2016-06-03T13:10:00+0530,222.82,222.55,222.68,122091
2016-06-03T13:15:00+0530,222.59,2016-06-03T13:15:00+0530,222.95,222.41,222.68,184686
2016-06-03T13:20:00+0530,222.5,2016-06-03T13:20:00+0530,222.82,222.18,222.59,160458
2016-06-03T13:25:00+0530,222.64,2016-06-03T13:25:00+0530,222.77,222.36,222.45,137096
2016-06-03T13:30:00+0530,222.32,2016-06-03T13:30:00+0530,222.64,222.0,222.55,174296
2016-06-03T13:35:00+0530,222.09,2016-06-03T13:35:00+0530,222.45,221.82,222.27,201356
2016-06-03T13:40:00+0530,222.36,2016-06-03T13:40:00+0530,222.45,221.59,222.0,304648
2016-06-03T13:45:00+0530,222.27,2016-06-03T13:45:00+0530,222.41,222.09,222.36,133834
2016-06-03T13:50:00+0530,222.41,2016-06-03T13:50:00+0530,222.68,222.14,222.14,96940
2016-06-03T13:55:00+0530,222.45,2016-06-03T13:55:00+0530,222.59,222.27,222.41,66020
2016-06-03T14:00:00+0530,221.64,2016-06-03T14:00:00+0530,222.45,221.45,222.45,267090
2016-06-03T14:05:00+0530,221.73,2016-06-03T14:05:00+0530,221.91,221.55,221.64,246272
2016-06-03T14:10:00+0530,222.27,2016-06-03T14:10:00+0530,222.45,221.68,221.73,176031
2016-06-03T14:15:00+0530,222.27,2016-06-03T14:15:00+0530,222.36,221.91,222.27,234697
2016-06-03T14:20:00+0530,222.68,2016-06-03T14:20:00+0530,222.73,222.27,222.27,361548
2016-06-03T14:25:00+0530,221.77,2016-06-03T14:25:00+0530,222.64,221.73,222.64,207204
2016-06-03T14:30:00+0530,222.05,2016-06-03T14:30:00+0530,222.23,221.45,221.59,240012
2016-06-03T14:35:00+0530,222.14,2016-06-03T14:35:00+0530,222.59,221.95,222.05,134868
2016-06-03T14:40:00+0530,222.09,2016-06-03T14:40:00+0530,222.36,221.86,222.27,108551
2016-06-03T14:45:00+0530,222.05,2016-06-03T14:45:00+0530,222.23,221.91,222.09,208243
2016-06-03T14:50:00+0530,222.27,2016-06-03T14:50:00+0530,222.36,222.05,222.09,199653
2016-06-03T14:55:00+0530,222.05,2016-06-03T14:55:00+0530,222.32,221.73,222.32,345714
2016-06-03T15:00:00+0530,221.86,2016-06-03T15:00:00+0530,222.14,221.73,222.05,299939
2016-06-03T15:05:00+0530,221.77,2016-06-03T15:05:00+0530,222.0,221.73,221.91,400479
2016-06-03T15:10:00+0530,221.82,2016-06-03T15:10:00+0530,222.18,221.77,221.77,453238
2016-06-03T15:15:00+0530,221.23,2016-06-03T15:15:00+0530,221.95,221.14,221.82,634904
2016-06-03T15:20:00+0530,221.32,2016-06-03T15:20:00+0530,221.45,220.82,221.23,541408
2016-06-03T15:25:00+0530,221.64,2016-06-03T15:25:00+0530,221.73,221.0,221.18,449080
